date,avg temp,max temp,min temp,rainFall,cabbage,potato,strawberry,onion,spinach,cucumber,tomato
2021-10-14,19,24.8,14.8,0.1,"5,148","34,516","53,333","13,447","31,808","15,500","31,656"
2021-10-13,18.3,22.8,14.8,0.3,"5,854","35,731","53,000","13,395","27,227","15,500","32,429"
2021-10-12,16.4,18.2,14.9,0,"6,053","35,438","45,000","13,455","23,622","15,500","31,565"
2021-10-11,16.2,20.5,13.9,0.1,"6,280","33,934","30,000","13,918","25,891","16,500","30,531"
2021-10-10,22.2,27.8,17.5,0.1,0,0,0,0,0,0,0
2021-10-9,21.7,26.5,18.6,0,"5,686","34,069","31,429","13,902","24,845","14,000","30,902"
2021-10-8,20,22.8,18,0,"5,652","32,853","30,000","14,120","24,254","14,000","32,125"
2021-10-7,20.3,24.7,17.1,0.2,"7,937","34,182","40,000","14,545","24,598","14,000","30,154"
2021-10-6,20.4,24.7,17.2,0,"9,435","35,110","40,000","14,721","25,404","16,000","31,222"
2021-10-5,22.3,28,18.1,0,"9,209","33,500","30,000","14,547","25,915","15,500","26,866"
2021-10-4,22.6,27.8,17.1,0,"8,620","35,028","30,000","14,663","23,925","14,000","28,545"
2021-10-3,21.2,28.6,15.3,0,0,0,0,0,0,0,0
2021-10-2,20.3,26.8,15.7,0.4,"10,894","33,673","30,000","14,294","15,214","15,875","28,492"
2021-10-1,20.2,27.1,15.4,0.3,"12,331","33,196",0,"13,790","13,945","12,500","28,321"
2021-9-30,20.7,26.5,16.7,0,"12,227","34,277",0,"13,784","30,340","12,500","28,020"
2021-9-29,21.1,24.3,19,2.5,"11,682","35,034",0,"13,619","18,851","21,500","32,566"
2021-9-28,20.8,24.3,18.1,0.3,"11,164","36,096",0,"13,878","21,430","21,500","32,750"
2021-9-27,20.5,25.1,16.9,0,"13,597","34,859",0,"13,922","25,294","20,190","28,890"
2021-9-26,20.5,25.1,17,6.1,0,0,0,0,0,0,0
2021-9-25,20.1,23.9,16.4,6.3,"15,688","35,881",0,"13,696","42,256","13,000","28,625"
2021-9-24,19.6,25.7,14.4,0,"16,017","35,051",0,"13,513","55,064","19,000","33,189"
2021-9-23,20,25.5,15.6,0.1,0,0,0,0,0,0,0
2021-9-22,21.5,26.6,17.5,3.8,0,0,0,0,0,0,0
2021-9-21,21.9,25.7,18.9,11.6,0,0,0,0,0,0,0
2021-9-20,21.9,26.7,16.6,5,0,0,0,0,0,0,0
2021-9-19,21.2,26.8,16.7,4.4,0,0,0,0,0,0,0
2021-9-18,21.1,27,16.5,1.7,"25,302","36,834",0,"13,961","59,307","25,875","42,967"
2021-9-17,20.4,23.7,18,1.5,"16,425","38,197",0,"14,491","45,966","27,500","35,704"
2021-9-16,21.2,25.6,16.3,3.7,"17,351","38,762",0,"14,834","44,851","21,000","35,594"
2021-9-15,22.1,27.1,18,1.5,"16,956","37,593",0,"14,736","38,956","25,097","34,625"
2021-9-14,21.6,25.2,18.3,2.5,"17,265","37,453",0,"14,554","39,151","27,603","29,909"
2021-9-13,22.6,26.8,19,0,"16,157","34,711",0,"14,641","33,692","25,500","28,734"
2021-9-12,22.8,28.9,17.9,0.7,0,0,0,0,0,0,0
2021-9-11,22.8,29,18.5,1.1,"16,051","31,273",0,"14,429","35,497","29,638","33,294"
2021-9-10,21.8,26.3,18.7,4.4,"15,596","31,417",0,"14,518","35,646","29,021","34,132"
2021-9-9,21.8,27.8,17.1,22.6,"15,674","31,919",0,"14,726","33,070","26,000","35,000"
2021-9-8,21.9,26.8,18.5,0.7,"15,680","35,232",0,"14,704","33,335","24,068","38,771"
2021-9-7,21,23.6,18.7,0.1,"15,951","35,386",0,"15,281","35,246","28,352","40,639"
2021-9-6,20.9,24.3,18.1,0.1,"14,780","35,203",0,"15,192","37,748","28,000","36,037"
2021-9-5,21,24.8,17.6,1.2,0,0,0,0,0,0,0
2021-9-4,21.5,26.6,17.2,0.6,"13,884","35,260",0,"15,540","40,137","31,136","32,973"
2021-9-3,21.7,26,18.4,0,"13,878","34,212",0,"14,909","33,015","27,000","34,033"
2021-9-2,21.7,24.7,19.3,5.4,"16,622","35,338",0,"14,613","38,240","23,000","34,000"
2021-9-1,22.3,24.9,20,25.8,"13,912","34,747",0,"14,323","50,757","23,378","30,059"
2021-8-31,22.9,27.1,20.1,0.1,"11,186","34,177",0,"14,217","50,523","23,088","27,215"
2021-8-30,23.5,27.9,20.5,0,"12,468","33,172",0,"14,270","49,938","23,934","28,557"
2021-8-29,23,26.9,20.4,0.2,0,0,0,0,0,0,0
2021-8-28,23.6,28.6,19.8,15.7,"13,453","33,454",0,"13,950","43,640","23,811","29,142"
2021-8-27,22.6,26.2,20,0.9,"13,425","31,506",0,"13,949","42,548","22,500","35,026"
2021-8-26,24.9,29.6,21.2,0.1,"12,335","32,474",0,"14,050","39,155","23,837","33,238"
2021-8-25,23.7,26,22,3,"15,398","34,030",0,"14,113","41,220","21,185","34,925"
2021-8-24,24,27.1,21.4,0.2,"11,843","34,565",0,"14,530","45,415","21,736","30,133"
2021-8-23,22.4,24.6,20.9,0,"11,258","34,973",0,"14,922","63,874","22,777","27,882"
2021-8-22,24.6,28.6,21.4,0,0,0,0,0,0,0,0
2021-8-21,23.4,25.9,21.3,0.5,"10,326","35,418",0,"14,777","55,052","20,585","30,127"
2021-8-20,24.4,29.5,19.8,0,"9,474","34,226",0,"14,390","53,483","19,825","35,686"
2021-8-19,23.2,28.3,19.6,0.6,"10,569","34,249",0,"14,254","64,127","17,157","31,696"
2021-8-18,23,27.8,19.8,11.4,"12,903","35,208",0,"14,842","78,076","19,971","34,765"
2021-8-17,23.8,28.3,20.2,9.7,"8,873","34,401",0,"14,618","82,829","22,146","35,000"
2021-8-16,24.3,28.7,20.5,1.1,"10,138","34,833",0,"13,961","73,304","22,037","28,406"
2021-8-15,24.1,29,19.9,0.1,0,0,0,0,0,0,0
2021-8-14,23.5,27.1,21.2,1.1,"9,500","36,568",0,"13,823","75,892","16,736","29,424"
2021-8-13,24.9,28.7,22,1.8,"10,944","35,352",0,"13,822","63,724","18,725","25,939"
2021-8-12,25.4,30.3,21.7,38.5,"8,909","34,573",0,"13,952","72,991","19,817","25,389"
2021-8-11,25.5,30.8,21.6,14.5,"10,087","34,304",0,"13,741","74,084","23,609","21,245"
2021-8-10,25,29.7,21.8,0.4,"11,852","34,648",0,"14,158","65,270","24,995","21,443"
2021-8-9,26.2,31.4,21.9,11.5,"12,179","36,061",0,"14,911","82,447","24,439","19,061"
2021-8-8,25.3,29.4,22.7,0.3,0,0,0,0,0,0,0
2021-8-7,27.2,33.1,22.6,14.8,0,0,0,0,0,0,0
2021-8-6,27.6,33.9,23.4,0.4,"11,531","38,032",0,"15,452","88,102","24,422","20,190"
2021-8-5,28.4,33.9,23.8,21.9,"11,902","37,364",0,"14,884","59,577","23,667","17,593"
2021-8-4,28,33.1,23.9,38.3,"11,336","33,064",0,"14,991","57,035","27,394","18,024"
2021-8-3,27,31.5,23.6,44.5,"13,200","29,845",0,"13,794","60,618","28,603","19,942"
2021-8-2,26.3,30.3,24.1,0.2,"11,459","28,989",0,"13,408","59,560","25,603","19,484"
2021-8-1,26.9,31.9,24.3,46.9,0,0,0,0,0,0,0
2021-7-31,28.3,33.5,24.5,0.5,"12,575","31,586",0,"12,429","69,007","23,907","16,407"
2021-7-30,28,33.5,23.3,3.5,"10,457","29,264",0,"11,693","59,206","25,118","18,273"
2021-7-29,27.6,33,23.1,7.4,"9,672","27,545",0,"12,314","51,396","23,658","20,771"
2021-7-28,27.6,33.1,22.8,5.3,"9,586","27,233",0,"12,108","53,065","24,531","18,630"
2021-7-27,27.6,33.3,22.4,0.9,"8,907","29,101",0,"12,503","58,880","24,635","17,746"
2021-7-26,27.5,32.7,22.9,1.1,"8,643","30,071",0,"12,947","50,723","22,007","19,800"
2021-7-25,27.6,32.6,23.1,10.2,0,0,0,0,0,0,0
2021-7-24,27.7,33,23.3,0.9,"5,908","33,031",0,"13,196","39,922","20,814","20,586"
2021-7-23,27.5,33,22.6,0.6,"4,847","27,808",0,"13,288","35,859","19,800","21,597"
2021-7-22,27.2,32.7,22.2,0.8,"5,807","27,516",0,"13,019","40,415","21,297","19,173"
2021-7-21,27.4,33.1,22.4,7.1,"4,930","29,410",0,"13,124","37,644","22,951","18,770"
2021-7-20,26.8,31.5,23.1,4.3,"7,100","29,986",0,"12,864","38,394","21,200","18,210"
2021-7-19,26,30.8,22.7,9.1,"6,540","29,787",0,"13,044","48,543","18,758","16,527"
2021-7-18,26,31.1,22.1,3.6,0,0,0,0,0,0,0
2021-7-17,25.6,30.3,21.7,3.1,"8,200","29,132",0,"11,907","39,968","14,863","18,095"
2021-7-16,26.1,32.1,22.2,0.1,"5,639","24,691",0,"11,549","31,390","12,348","17,513"
2021-7-15,26.9,32.4,23.2,0.1,"4,300","21,017",0,"10,741","30,118","15,505","15,541"
2021-7-14,27.6,32.1,23.9,8.1,"4,028","20,510",0,"10,059","25,871","15,986","17,901"
2021-7-13,27.4,32.1,23.4,10.7,"4,945","22,735",0,"10,801","26,623","18,061","20,978"
2021-7-12,26.7,32,22.8,18.4,"7,109","25,322",0,"10,887","27,303","19,386","23,062"
2021-7-11,25.3,30,21.9,3.8,0,0,0,0,0,0,0
2021-7-10,24.7,29.5,21.8,0.8,"5,448","26,946",0,"10,934","23,887","19,530","27,051"
2021-7-9,24.5,28.7,22,0,"6,034","28,427",0,"11,666","17,856","22,280","28,297"
2021-7-8,24.6,28.5,22.1,0.5,"5,973","28,169",0,"12,755","18,930","22,315","27,763"
2021-7-7,24.4,27.2,22.2,0.2,"6,086","26,341",0,"11,791","19,378","23,583","29,187"
2021-7-6,23.4,26.4,20.6,0.1,"5,496","27,594",0,"11,152","19,406","23,669","31,162"
2021-7-5,22.3,25.5,19.9,0,"9,244","26,413",0,"10,747","20,781","21,295","33,939"
2021-7-4,23.2,26.3,20.7,0,0,0,0,0,0,0,0
2021-7-3,22.2,25,20.2,0,"5,758","23,697","24,000","10,514","20,695","21,857","31,827"
2021-7-2,24.3,29.4,20.1,0,"5,373","23,860","24,000","10,205","17,942","25,417","26,427"
2021-7-1,24.4,30.3,19.1,0,"5,705","23,219","24,000","10,741","17,778","21,564","26,000"
2021-6-30,23.1,27.9,20,0.2,"5,856","22,631","24,000","10,277","19,302","25,113","21,081"
2021-6-29,22.8,28.1,18.8,3.9,"6,713","22,962","24,000","10,557","22,409","26,357","18,650"
2021-6-28,22.9,27.8,19.8,2.8,"6,500","23,532","24,000","11,015","26,530","24,793","17,455"
2021-6-27,23.1,28.4,18.3,2.1,0,0,0,0,0,0,0
2021-6-26,22,26.4,19.2,4.4,"6,200","23,157","24,000","11,218","29,105","26,125","16,617"
2021-6-25,22.6,28.3,17.7,2.7,"5,318","24,170","24,000","11,316","18,938","24,184","16,354"
2021-6-24,21.6,26.5,17.5,0,"6,043","23,981","24,000","11,712","17,121","26,321","16,136"
2021-6-23,20.3,24.3,17.5,0,"5,891","23,913","24,000","11,712","16,871","28,672","17,265"
2021-6-22,20.8,25.8,16.9,0.4,"7,090","24,541","24,000","11,625","17,569","31,129","16,877"
2021-6-21,22.4,28.6,17.5,2.5,"6,770","35,996","24,000","11,803","16,974","31,417","16,574"
2021-6-20,22.7,29.4,16.1,6.5,0,0,0,0,0,0,0
2021-6-19,22,27.8,17.2,6.8,"6,165","26,353","24,000","11,739","16,930","31,292","16,875"
2021-6-18,20.7,23.9,18.3,23.2,"5,998","24,336","23,000","11,527","16,723","31,735","18,327"
2021-6-17,20.3,23.6,17.7,33.7,"5,542","25,390","23,000","11,936","18,437","32,933","19,116"
2021-6-16,21.5,24.9,18.6,51.6,"5,359","23,097","23,000","11,136","20,366","35,500","19,053"
2021-6-15,21,23,19.4,26,"6,082","21,381","23,000","11,325","20,612","33,500","19,138"
2021-6-14,22.3,27.2,18.6,19.4,"5,788","22,663","25,000","10,539","17,822","32,900","18,335"
2021-6-13,22.9,28.6,18.8,41.4,0,0,0,0,0,0,0
2021-6-12,23,28.2,18.8,0.3,"7,800","25,147","24,912","10,536","17,454","33,000","18,384"
2021-6-11,21.7,25.7,19.1,0.4,"6,736","24,758","26,000","9,707","16,084","34,843","17,764"
2021-6-10,22.9,27.9,18.2,1.6,"7,474","24,488","20,462","9,723","16,177","36,595","19,242"
2021-6-9,23.7,30.2,17.8,2.9,"6,052","25,982","23,476","9,424","17,632","39,958","18,600"
2021-6-8,22.7,28.9,17.4,2.8,"6,721","27,288","21,593","9,148","17,665","39,500","18,859"
2021-6-7,21.7,27.5,16,1,"7,984","29,479","20,602","9,568","16,255","35,500","19,340"
2021-6-6,21.6,27.2,16.5,4.3,0,0,0,0,0,0,0
2021-6-5,20.1,26.2,13.5,2.4,"6,533","40,387","24,101","9,238","15,651","32,000","19,382"
2021-6-4,18.8,24.5,13.8,0.2,"8,517","37,477","21,727","9,111","17,283","33,000","20,260"
2021-6-3,18.3,20.9,15.4,2.7,"7,482","27,213","22,585","9,317","21,945","33,813","18,755"
2021-6-2,21.8,28.2,16.3,5.3,"6,797","26,614","21,929","9,361","16,545","33,095","18,375"
2021-6-1,20.4,26.2,14.8,0.4,"7,057","31,074","23,053","10,764","15,162","29,000","19,243"
2021-5-31,19.3,25,15,0,"7,789","29,360","22,463","10,231","15,916","28,000","19,042"
2021-5-30,18.7,26,11.3,0,0,0,0,0,0,0,0
2021-5-29,17.3,23.1,12.3,3.3,"5,753","33,831","23,758","10,884","16,352","26,786","21,639"
2021-5-28,15.6,21.9,10.7,0.7,"7,066","35,660","22,703","9,178","17,296","32,421","19,289"
2021-5-27,16,20.9,12.4,2.8,"6,359","34,009","23,226","8,821","16,452","30,083","18,824"
2021-5-26,16.7,22.9,10.3,9.1,"5,835","35,822","22,815","9,042","16,245","26,793","16,431"
2021-5-25,15.5,21.1,11.1,0,"6,174","38,286","24,326","8,660","13,915","30,000","16,284"
2021-5-24,19.2,24.5,14.6,0.1,"6,071","39,896","23,222","8,660","13,221","28,069","16,752"
2021-5-23,20.2,27.2,13,3.1,0,0,0,0,0,0,0
2021-5-22,18.5,25.3,12.2,22.9,"6,300","41,327","25,216","9,041","12,944","22,500","17,441"
2021-5-21,15.6,18.5,13.5,4.6,"7,800","36,176","25,304","9,348","12,959","24,323","18,691"
2021-5-20,16.4,19.4,14.4,0,"5,958","34,517","25,364","9,507","13,676","26,017","20,703"
2021-5-19,19.6,26.9,12.9,0.1,"5,000","34,018","24,663","8,582","13,057","24,983","20,876"
2021-5-18,16.9,22.5,13.2,0,"5,073","33,069","22,424","8,537","15,004","23,000","21,028"
2021-5-17,15.2,17.5,13.6,0.1,"6,253","31,310","27,236","8,595","13,831","21,500","22,466"
2021-5-16,18.8,21.6,15.6,0,0,0,0,0,0,0,0
2021-5-15,20,23.3,17.4,1.3,"5,665","29,913","26,002","8,101","16,037","22,000","22,928"
2021-5-14,20.8,27.7,14.1,19.9,"3,896","31,525","27,176","7,926","16,257","22,000","22,839"
2021-5-13,19.6,27.3,12.1,0,"5,040","32,505","28,168","7,680","13,717","22,463","23,424"
2021-5-12,18.1,24.9,11.6,0.3,"6,570","35,125","27,486","7,764","14,348","21,500","24,979"
2021-5-11,15.9,21,11.1,5.6,"9,113","35,821","29,634","8,998","14,286","22,250","23,573"
2021-5-10,13.2,16.5,9.8,3.5,"9,497","36,130","33,518","8,623","14,810","24,500","25,014"
2021-5-9,16,22.7,9.2,0.4,0,0,0,0,0,0,0
2021-5-8,15.4,22.7,7,15.3,"7,399","35,595","40,895","10,207","14,572","23,500","25,115"
2021-5-7,15,21.1,9.4,2.7,"10,880","35,845","46,077","10,789","13,467","27,466","25,699"
2021-5-6,14.8,22.5,5.5,0.2,"10,500","38,188","44,409","11,309","13,596","28,000","25,254"
2021-5-5,15.1,20.4,9.3,2.7,"10,815","39,131","39,556","10,676","12,579","29,000","26,882"
2021-5-4,15.7,19.6,10.8,0.3,"9,595","39,560","42,078","10,850","12,774","31,500","23,000"
2021-5-3,14,21.4,6,0,"11,776","37,306","45,435","10,198","13,252","28,000","25,798"
2021-5-2,11.9,18.1,7.1,0,0,0,0,0,0,0,0
2021-5-1,10.2,13.4,8.1,3.1,"10,970","39,000","52,884","10,462","13,035","27,333","26,378"
2021-4-30,13,17.4,9.4,11.1,"12,053","37,506","41,821","10,830","13,374","28,000","27,682"
2021-4-29,14.7,20.1,10.4,0,"11,672","37,633","35,626","10,432","13,928","25,000","28,426"
2021-4-28,15.9,21.1,11.4,0.2,"12,100","38,211","31,767","11,592","13,586","25,000","28,800"
2021-4-27,14.6,19.9,8.8,4.5,"11,714","39,710","28,122","11,749","13,344","25,000","32,175"
2021-4-26,13.7,20.2,7,44.2,"12,119","39,454","31,708","11,634","15,850","25,000","30,774"
2021-4-25,14.9,21.4,8.6,9.2,0,0,0,0,0,0,0
2021-4-24,16.1,22.4,11,0,"11,698","44,507","39,547","12,256","12,442","25,000","29,632"
2021-4-23,17.3,21.2,14.1,0,"11,528","45,777","34,252","11,520","12,811","25,000","35,810"
2021-4-22,18.9,25.6,13.1,0,"10,581","48,000","34,630","10,723","13,938",0,"32,769"
2021-4-21,17.4,26.4,8.4,2.7,"10,459","50,851","33,833","10,489","13,772",0,"37,382"
2021-4-20,15.2,24.3,6.5,5.2,"11,013","52,586","32,208","10,961","14,027",0,"32,273"
2021-4-19,13,21,4,0,"11,761","55,043","33,357","11,087","14,166",0,"35,636"
2021-4-18,10.3,16.1,5.2,0,0,0,0,0,0,0,0
2021-4-17,10.3,16.3,5.5,1.9,"11,500","56,107","42,786","13,827","14,622",0,"35,722"
2021-4-16,11.7,17.2,5.5,0,"11,426","57,498","40,188","15,404","10,530",0,"36,303"
2021-4-15,10.1,17.6,2.4,1.3,"10,862","60,770","35,672","16,443","10,160",0,"30,200"
2021-4-14,9,15.3,3.5,17.5,"11,006","62,360","31,347","16,747","11,032",0,"32,605"
2021-4-13,11.8,16.6,6.3,0,"11,443","59,472","33,347","16,792","10,797",0,"33,106"
2021-4-12,12.5,15.9,10,1.7,"10,875","53,362","37,482","17,073","10,572",0,"33,106"
2021-4-11,12.9,20.7,4.3,9.1,0,0,0,0,0,0,0
2021-4-10,10.5,17.5,3.6,7.5,"11,494","54,000","40,993","19,738","9,819",0,"28,182"
2021-4-9,10.2,16.7,3.7,1.6,"12,004","56,014","34,065","20,551","10,301",0,"36,077"
2021-4-8,11.9,18.5,5.9,0.3,"11,070","55,695","30,876","21,783","10,822",0,"40,800"
2021-4-7,13.2,20.7,5.6,0.3,"11,251","60,519","28,784","21,754","11,504",0,"40,800"
2021-4-6,11.7,19.3,4.2,0,"11,596","67,384","28,081","21,925","11,795",0,"38,724"
2021-4-5,9.7,16.8,3.3,0,"10,949","68,700","28,835","22,423","12,312",0,"38,724"
2021-4-4,10.1,13.8,7,0,0,0,0,0,0,0,0
2021-4-3,14.3,17.2,11.7,0,"10,700","64,213","30,709","22,698","9,297",0,"28,000"
2021-4-2,15.9,21.2,11,0,"11,044","60,945","28,814","24,857","10,211",0,"38,500"
2021-4-1,13.9,19.9,6.9,0,"11,311","58,008","27,820","25,589","9,704",0,"37,421"
2021-3-31,12.3,21.5,3.1,0,"10,484","56,703","28,342","23,641","10,150",0,"37,421"
2021-3-30,11.5,19.3,5,0,"10,887","55,902","29,448","21,976","10,045",0,"35,571"
2021-3-29,12.2,17.1,8,0,"11,596","55,796","34,786","19,946","10,428",0,"35,571"
2021-3-28,11.8,15.6,9.1,0.1,0,0,0,0,0,0,0
2021-3-27,12,16,6.7,0.2,"11,600","56,500","33,569","22,135","9,343",0,"29,467"
2021-3-26,12.5,21.4,4.1,0,"11,336","58,610","31,722","22,794","9,592",0,"43,385"
2021-3-25,11.7,19.8,4.3,0,"10,939","64,863","30,478","30,396","9,361",0,"41,750"
2021-3-24,10.1,17,3.2,3.1,"11,260","68,517","30,042","30,213","8,526",0,"41,750"
2021-3-23,9,16.7,1,20.8,"10,632","74,120","30,412","31,694","10,498",0,"38,857"
2021-3-22,6.5,11.7,1.5,0,"10,946","78,091","30,342","31,906","10,448",0,"38,857"
2021-3-21,6.8,10.5,4,0,0,0,0,0,0,0,0
2021-3-20,8.8,11,6.7,0.6,"10,500","78,295","31,188","31,879","10,104",0,"53,636"
2021-3-19,11.6,16.9,7.4,0,"9,800","78,902","28,694","33,672","10,958",0,"53,636"
2021-3-18,9.8,17,2.8,0,"9,400","77,494","28,711","34,798","12,107",0,"35,000"
2021-3-17,8.3,16.6,0.8,0,"10,814","77,610","30,542","33,236","13,006",0,"65,433"
2021-3-16,11,16.8,4.7,0,"10,774","76,312","31,078","30,657","12,338",0,"64,389"
2021-3-15,10.5,17.2,2.1,9.4,"11,478","74,992","31,328","31,096","12,616",0,"64,389"
2021-3-14,8.2,14.7,2.6,32.3,0,0,0,0,0,0,0
2021-3-13,8.2,14.5,2.8,0,"10,873","73,667","31,838","30,448","10,528",0,"55,000"
2021-3-12,8.3,10.8,6.4,0,"10,873","72,567","30,820","30,561","10,124",0,"55,000"
2021-3-11,9.2,17.2,1.1,0,"10,502","69,502","30,152","28,951","10,300",0,"45,875"
2021-3-10,7.7,15.6,0.7,0,"10,763","71,673","29,732","29,035","9,406",0,"45,875"
2021-3-9,7.1,13.6,1.6,0.1,"11,170","69,091","31,242","28,203","9,551",0,"36,000"
2021-3-8,5.9,13.2,0,5,"11,143","67,401","39,414","28,919","11,014",0,"36,000"
2021-3-7,5.5,10.2,2.4,26.6,0,0,0,0,0,0,0
2021-3-6,5.9,11.4,2.6,0,"10,800","66,504","37,934","28,506","11,698",0,"21,000"
2021-3-5,8.6,16.9,2.3,0,"10,963","64,081","41,327","28,412","10,955",0,"34,000"
2021-3-4,5.6,10.4,0.8,0,"10,070","65,661","40,896","28,808","12,641",0,"31,512"
2021-3-3,3.1,9.3,-2.9,0,"10,197","65,333","38,371","29,316","13,132",0,"31,512"
2021-3-2,2.4,6.2,-0.9,0,"10,524","67,575","36,709","30,171","13,448",0,"30,659"
2021-3-1,7.8,12.9,2.8,0,"10,880","67,115","39,937","30,486","13,089",0,"30,659"
2021-2-28,7,12.3,0.8,6,0,0,0,0,0,0,0
2021-2-27,6.9,11.4,2.5,0,"10,183","66,301","42,268","30,425","11,457",0,"35,000"
2021-2-26,7.3,13.2,1.7,0,"11,200","69,577","34,629","31,251","10,625",0,"35,000"
2021-2-25,3.9,8.3,-0.8,0,"10,700","70,267","32,373","31,186","10,117",0,"36,189"
2021-2-24,3,10.1,-2.4,1.8,"11,174","75,090","30,808","31,966","10,074",0,"36,189"
2021-2-23,2.6,8.3,-2,0.2,"11,359","75,059","30,656","31,318","10,316",0,"18,000"
2021-2-22,9.9,17.6,3,0,"10,636","77,979","32,827","33,624","11,038",0,"33,786"
2021-2-21,12.1,20.9,3.2,0,0,0,0,0,0,0,0
2021-2-20,9.4,16.4,2.9,13.2,"10,569","78,261","36,449","31,922","12,333",0,"21,000"
2021-2-19,2.3,9.8,-6.7,0.6,"10,800","56,788","34,033","33,747","12,061",0,"31,829"
2021-2-18,-4.5,0,-9,0,"10,300","59,511","31,299","34,254","14,266",0,"33,895"
2021-2-17,-6.1,-3.3,-8,0,"10,088","66,092","27,502","32,233","16,946",0,"33,895"
2021-2-16,-2.1,2.7,-5.9,0,"9,528","65,593","28,555","30,663","16,806",0,"20,000"
2021-2-15,3.3,8.5,-2.4,0,"8,742","78,064","34,361","29,213","17,528",0,"29,609"
2021-2-14,8.2,14.3,2.4,0.3,0,0,0,0,0,0,0
2021-2-13,6.4,16.6,-1.5,0.1,0,0,0,0,0,0,0
2021-2-12,5.9,15.1,-0.3,3.9,0,0,0,0,0,0,0
2021-2-11,4.4,11.3,-1.5,0,"8,155","81,114","42,370","27,695","15,981",0,"34,643"
2021-2-10,2.4,9.2,-4.1,2.7,"8,155","81,114","42,933","27,695","15,945",0,"34,643"
2021-2-9,-0.4,6.1,-6.3,49.9,"8,200","79,057","42,396","27,511","16,302",0,"30,686"
2021-2-8,-0.9,3.1,-4.1,0.3,"8,129","82,469","42,065","27,763","14,997",0,"30,686"
2021-2-7,5.5,11.3,0.1,0.2,0,0,0,0,0,0,0
2021-2-6,5.2,11.3,-1.3,0.9,"7,689","80,263","41,129","27,947","13,964",0,"14,000"
2021-2-5,1.2,7.4,-5.5,3.1,"7,700","80,999","44,537","28,334","14,378",0,"29,500"
2021-2-4,-0.3,4.1,-4.6,0,"8,735","80,262","41,775","27,396","13,471",0,"28,000"
2021-2-3,-2,3.2,-7.9,0,"7,944","85,545","41,716","29,365","12,885",0,"28,000"
2021-2-2,-2.2,3.6,-5.1,0,"7,594","75,886","40,630","26,458","14,470",0,"20,000"
2021-2-1,6.7,10.7,2.3,0,"8,157","80,133","41,719","26,887","14,072",0,"33,000"
2021-1-31,3.2,10.7,-5.1,0,0,0,0,0,0,0,0
2021-1-30,-0.6,7,-8.4,0,"7,500","74,425","40,691","27,339","15,108",0,"26,000"
2021-1-29,-5.7,-1.4,-9,0.1,"7,859","81,043","37,964","26,790","13,759",0,"33,714"
2021-1-28,-0.8,6.4,-6.2,0.5,"7,716","81,095","38,251","26,742","14,774",0,"26,571"
2021-1-27,3.2,8.5,-0.7,1.1,"8,100","73,930","40,353","26,902","13,177",0,"32,000"
2021-1-26,4.8,7.2,2.3,0.6,"7,200","76,638","35,783","26,082","12,492",0,"30,000"
2021-1-25,5.9,12.7,0.9,2.4,"6,682","81,030","37,473","25,392","13,868",0,"35,160"
2021-1-24,6.4,11.7,2.1,0,0,0,0,0,0,0,0
2021-1-23,7.4,10.6,4.8,0,"5,100","84,136","35,723","25,653","13,112",0,"28,000"
2021-1-22,6.8,9.8,4.5,0,"5,149","77,551","35,574","27,207","18,075",0,"41,727"
2021-1-21,4.6,10.1,-1.7,0,"4,870","72,475","32,134","27,743","15,488",0,"36,000"
2021-1-20,-0.9,8.3,-8.9,0,"5,258","73,975","37,627","29,361","15,727",0,"36,000"
2021-1-19,-5.1,1.2,-10.7,0,"6,000","73,274","34,290","25,590","16,524",0,"26,857"
2021-1-18,-2,3.4,-6.5,0,"5,868","70,448","40,814","25,717","15,973",0,"34,257"
2021-1-17,-3.7,0.3,-7.9,0,0,0,0,0,0,0,0
2021-1-16,-0.6,4.5,-4.7,0,"5,400","66,060","47,454","26,415","17,002",0,"26,400"
2021-1-15,5.9,13.1,-1.5,0.8,"5,500","66,054","48,484","27,319","15,747",0,"32,000"
2021-1-14,2.9,10.2,-2.9,0.7,"5,100","67,178","46,021","26,391","16,128",0,"29,000"
2021-1-13,3,9.7,-4.2,0,"5,500","67,917","48,655","27,183","16,218",0,"36,000"
2021-1-12,-3,2.6,-9.5,9.3,"4,663","67,487","38,757","25,748","15,201",0,"37,800"
2021-1-11,-5.6,-1.4,-9.8,0.5,"5,200","64,758","37,013","29,636","16,460",0,"46,000"
2021-1-10,-7.1,-0.7,-13.9,0.1,0,0,0,0,0,0,0
2021-1-9,-10.3,-4.5,-16,0.1,"3,000","65,226","35,006","29,566","12,131",0,"42,625"
2021-1-8,-12.3,-7.3,-16.8,1.2,"3,000","63,490","34,756","26,143","15,696",0,"51,500"
2021-1-7,-10.7,-3.8,-14.8,0,"4,400","66,266","37,443","25,408","15,913",0,"55,000"
2021-1-6,-5.5,-0.7,-10.8,5.9,"4,091","65,695","39,811","26,584","20,896",0,"55,000"
2021-1-5,-2.2,1.9,-7.4,0,"4,545","61,714","33,747","23,702","16,143",0,"51,000"
2021-1-4,-2,3.9,-8.1,0.1,"4,619","53,645","38,368","24,112","15,528",0,"43,000"
2021-1-3,-3.3,1.1,-7.7,1.7,0,0,0,0,0,0,0
2021-1-2,-2.8,1.4,-6.9,1.3,0,0,0,0,0,0,0
2021-1-1,-3.4,1.6,-9.3,4.1,0,0,0,0,0,0,0
