date,cabbage,potato,strawberry,onion,spinach,cucumber,tomato,apple,carrot,broccoli
2022-04-30,11786,74999,48808,11830,13040,26826,22167,38811,44000,35934
2022-04-29,11783,75862,40847,11186,14035,27875,24463,62607,46500,33760
2022-04-28,12012,86086,33933,11888,15144,27000,22220,40088,44746,35862
2022-04-27,12679,85672,31325,12419,15455,0,24444,42719,43500,39000
2022-04-26,12188,83975,32517,12432,13386,0,20738,30812,42000,38338
2022-04-25,12079,81237,35001,11432,12973,0,24605,56132,38912,36788
2022-04-24,0,0,0,0,0,0,0,0,0,0
2022-04-23,11800,78694,50246,11848,12612,0,25119,76667,38000,39098
2022-04-22,12087,76338,44182,10509,11981,0,25458,40163,38000,37156
2022-04-21,12189,75681,39335,9906,12256,0,22667,30368,36729,33822
2022-04-20,12229,75108,34796,10085,12381,0,25708,37775,37034,33673
2022-04-19,12400,73414,32675,10045,11807,0,21000,52303,36313,33259
2022-04-18,11973,72040,32730,10405,11605,0,27709,53674,39295,33631
2022-04-17,0,0,0,0,0,0,0,0,0,0
2022-04-16,11300,69590,41580,12284,14661,0,32000,55787,33500,29911
2022-04-15,11600,68882,30751,11877,12371,0,29040,55787,38000,29734
2022-04-14,11375,71997,28169,11412,13879,0,26000,31274,36732,30766
2022-04-13,11561,72615,28887,11160,13473,0,31444,39161,39000,30001
2022-04-12,11800,71656,29806,9272,13112,0,33758,27183,36702,34278
2022-04-11,12060,73615,30698,8600,14067,0,33758,56495,40840,36727
2022-04-10,0,0,0,0,0,0,0,0,0,0
2022-04-09,11487,60202,35247,9611,12314,0,34000,82000,31000,36827
2022-04-08,11608,64282,33125,11322,13913,0,36973,40952,30000,35098
2022-04-07,11820,71281,30473,12285,14302,0,35714,34009,30316,31939
2022-04-06,11624,80795,31516,12549,14155,0,39783,41946,30377,30401
2022-04-05,12032,86954,32849,12618,15228,0,44786,67333,30855,31760
2022-04-04,11911,90059,33859,11283,15543,0,44786,51677,31106,31444
2022-04-03,0,0,0,0,0,0,0,0,0,0
2022-04-02,11793,92675,34021,9644,17126,0,38000,54146,31000,33114
2022-04-01,12019,92028,32526,9812,16908,0,44879,54146,30260,33632
2022-03-31,11556,94090,34026,10034,15206,0,44556,83750,31000,34502
2022-03-30,11785,95101,35970,9921,13881,0,44556,34193,30000,32371
2022-03-29,10963,93501,36986,7696,13147,0,43556,51722,29918,32541
2022-03-28,11257,90565,38484,8036,13111,0,43556,42867,31935,33424
2022-03-27,0,0,0,0,0,0,0,0,0,0
2022-03-26,11089,84333,44122,7524,12671,0,46333,35000,26000,32129
2022-03-25,11068,76997,39358,6336,11944,0,46333,43427,28000,28126
2022-03-24,10463,76449,42924,6191,12368,0,41900,53446,28378,28175
2022-03-23,10809,75882,49084,7036,12201,0,41900,49977,28000,27890
2022-03-22,11034,75713,47360,7803,11980,0,29000,33448,28000,27235
2022-03-21,11355,77310,37685,7880,11935,0,40077,43694,28000,31127
2022-03-20,0,0,0,0,0,0,0,0,0,0
2022-03-19,10642,78628,38206,7358,13097,0,39963,43814,19000,31190
2022-03-18,10550,70333,35089,8129,14143,0,39963,43814,21492,32664
2022-03-17,10763,67332,38174,8038,13161,0,28400,28000,23981,34485
2022-03-16,10092,67082,32467,7820,12813,0,41774,38406,22280,32013
2022-03-15,10619,61841,32057,8345,13171,0,28000,56418,23447,30838
2022-03-14,10800,63557,32051,8345,14250,0,42000,35663,25000,27109
2022-03-13,0,0,0,0,0,0,0,0,0,0
2022-03-12,10263,64452,37490,7692,15580,0,40955,23500,22286,24459
2022-03-11,10273,65938,33600,7627,16924,0,40955,42067,20466,25593
2022-03-10,9980,64956,31914,8112,15265,0,41379,51146,23750,25165
2022-03-09,9315,65594,30731,8267,15609,0,40435,48403,20470,22599
2022-03-08,9103,67398,32963,7905,15890,0,41379,48926,21000,20058
2022-03-07,8892,69576,32215,8033,18209,0,41379,41921,22171,21778
2022-03-06,0,0,0,0,0,0,0,0,0,0
2022-03-05,9155,68000,36023,8462,19786,0,43069,47023,22000,24019
2022-03-04,9820,66197,35845,7913,22087,0,43069,47023,20380,26566
2022-03-03,9932,65578,33460,7610,27356,0,39500,31882,21341,26363
2022-03-02,10682,65486,35036,7648,30049,0,39500,79868,19000,27607
2022-03-01,10143,66321,36316,8171,30054,0,42976,48217,18000,27290
2022-02-28,9247,64819,38530,7950,25134,0,42976,31098,18735,26063
2022-02-27,0,0,0,0,0,0,0,0,0,0
2022-02-26,9600,63000,40187,8811,18239,0,41455,35000,20000,25296
2022-02-25,9708,61669,43162,8315,16183,0,41455,24980,21648,24495
2022-02-24,9365,64868,39354,6907,16287,0,18000,34760,21003,24272
2022-02-23,9128,68863,38496,7358,16465,0,42680,44231,22345,23828
2022-02-22,9357,66144,39904,7640,18289,0,43000,35000,22000,22528
2022-02-21,9142,64213,40462,7900,21673,0,43000,49143,21708,21186
2022-02-20,0,0,0,0,0,0,0,0,0,0
2022-02-19,10000,58000,42726,8157,26816,0,24600,21947,15808,20145
2022-02-18,9314,61106,39704,7730,24350,0,43857,68333,20884,22631
2022-02-17,9228,54243,39298,7523,23259,0,22000,24704,18756,23733
2022-02-16,10196,53636,41127,8130,19244,0,46000,45475,18358,24975
2022-02-15,9449,60081,39992,8212,16745,0,43516,33427,17211,26405
2022-02-14,9467,64200,43991,8683,16792,0,43516,30208,17923,27753
2022-02-13,0,0,0,0,0,0,0,0,0,0
2022-02-12,9175,61887,45038,8545,20471,0,44487,21000,17295,28610
2022-02-11,9078,64147,50530,9189,20999,0,44487,40818,17295,28930
2022-02-10,9135,59138,41020,9353,19758,0,41483,28361,18995,23757
2022-02-09,9285,56927,53368,9127,19926,0,41483,33204,17965,22910
2022-02-08,8900,55456,40926,9515,21445,0,14000,40540,18137,20324
2022-02-07,8722,66291,52329,10193,23952,0,38941,35141,20619,19091
2022-02-06,0,0,0,0,0,0,0,0,0,0
2022-02-05,9400,73993,44853,10010,21675,0,37699,17000,23099,22398
2022-02-04,9522,78110,45066,10321,17102,0,37699,74160,25344,23197
2022-02-03,0,0,0,0,0,0,0,0,0,0
2022-02-02,0,0,0,0,0,0,0,0,0,0
2022-02-01,0,0,0,0,0,0,0,0,0,0
2022-01-31,0,0,0,0,0,0,0,0,0,0
2022-01-30,0,0,0,0,0,0,0,0,0,0
2022-01-29,9397,43500,64453,9977,22913,0,42846,85088,24745,19329
2022-01-28,8305,69011,68702,10097,19398,0,59000,35000,24878,26067
2022-01-27,7901,74023,57180,9654,19406,0,35000,35031,23856,31936
2022-01-26,7923,73901,58479,9613,19441,0,53048,66000,26000,37007
2022-01-25,8495,73934,51721,9501,18539,0,45788,56946,24791,40850
2022-01-24,8361,75568,58870,9203,16703,0,45788,90397,22862,35394
2022-01-23,0,0,0,0,0,0,0,0,0,0
2022-01-22,9200,64485,56969,9527,15333,0,51933,45219,22000,38268
2022-01-21,8135,64433,57161,9286,14319,0,51933,46263,20000,39010
2022-01-20,8251,69997,57600,9429,13917,0,50273,51906,21000,42991
2022-01-19,8500,67149,55087,9217,12725,0,52611,57514,24000,41634
2022-01-18,8055,68964,52126,9105,13981,0,50667,85367,19793,41866
2022-01-17,8277,71250,53856,8487,12742,0,50667,54290,20268,37747
2022-01-16,0,0,0,0,0,0,0,0,0,0
2022-01-15,9661,79424,55318,8294,13585,0,57609,50652,13000,38810
2022-01-14,8800,64860,53823,8659,12014,0,57609,54520,19915,41777
2022-01-13,8537,62173,52001,9118,12689,0,53000,56941,19000,40613
2022-01-12,8680,63923,51592,9534,12553,0,53000,74602,21708,36420
2022-01-11,7854,60581,49913,9799,12042,0,36000,79240,20681,35810
2022-01-10,8041,65878,53632,10861,11423,0,53480,61003,22117,33133
2022-01-09,0,0,0,0,0,0,0,0,0,0
2022-01-08,8100,65302,53231,11016,10687,0,45000,31313,24000,38058
2022-01-07,7918,65207,58103,11609,11079,0,56583,57475,21000,36189
2022-01-06,7523,65353,59268,12027,12222,0,52414,55394,23000,33752
2022-01-05,8943,60803,55958,12835,11235,0,52414,42284,23393,33296
2022-01-04,9121,63747,54344,12859,13058,0,45889,54541,23887,34439
2022-01-03,9581,65643,60356,13198,14846,0,54368,58396,24279,34388
2022-01-02,0,0,0,0,0,0,0,0,0,0
2022-01-01,0,0,0,0,0,0,0,0,0,0
2021-12-31,8062,67483,64946,12790,15647,0,48000,90000,22531,46997
2021-12-30,9536,68878,58475,13259,17670,0,45889,49292,22531,35519
2021-12-29,9340,71451,58968,12453,15762,0,49000,51422,22000,32888
2021-12-28,9132,74352,59221,12635,11742,0,42474,68000,22793,29686
2021-12-27,9096,76522,65217,13737,11815,0,45000,35329,22358,32467
2021-12-26,0,0,0,0,0,0,0,0,0,0
2021-12-25,9096,71527,66741,11399,11961,0,44000,38000,21000,40552
2021-12-24,8000,73229,62193,11602,10605,0,41273,34908,25894,31916
2021-12-23,7729,75166,64860,11336,10026,0,44692,57701,26826,27852
2021-12-22,7650,63756,61410,12039,9237,0,38522,49240,29422,24831
2021-12-21,7791,63442,57772,12751,9230,0,38000,37172,30000,26180
2021-12-20,8099,52967,52824,12705,9323,0,42556,52212,30523,27127
2021-12-19,0,0,0,0,0,0,0,0,0,0
2021-12-18,8000,43107,51245,12068,8248,0,45471,49099,22968,29539
2021-12-17,8000,49727,46517,12738,9462,0,45308,49099,29816,28452
2021-12-16,7892,48322,43837,12656,9923,0,39500,44413,28834,25330
2021-12-15,8300,47701,42223,12898,10476,0,50273,75514,28926,24750
2021-12-14,8550,51310,42064,13366,9779,0,46050,41251,24978,25272
2021-12-13,9465,44941,41607,14023,9980,0,50000,38900,26008,26666
2021-12-12,0,0,0,0,0,0,0,0,0,0
2021-12-11,8000,46087,42054,13273,9978,0,45529,37282,22000,35357
2021-12-10,8158,45363,42724,13857,10645,0,50526,40443,25821,33836
2021-12-09,8962,46537,43162,13774,10533,0,45000,46412,23910,35306
2021-12-08,9339,50674,41782,14052,11428,0,49500,40631,25601,29690
2021-12-07,9515,44473,43791,14129,12616,0,44154,47566,29097,26235
2021-12-06,9388,44675,47244,13893,11907,0,44059,43338,31007,25018
2021-12-05,0,0,0,0,0,0,0,0,0,0
2021-12-04,9796,44987,49287,13442,12073,0,48824,32286,34000,25490
2021-12-03,10235,44950,42712,13296,11966,0,43444,48179,32643,30548
2021-12-02,11490,42494,38557,13686,11821,0,37692,52877,30770,38458
2021-12-01,10002,40904,35504,13524,10595,0,46000,53082,30665,28826
2021-11-30,10195,45498,37598,13814,11956,0,37933,47676,30000,25218
2021-11-29,11651,40568,37975,14002,10779,0,41125,36978,30000,26948
2021-11-28,0,0,0,0,0,0,0,0,0,0
2021-11-27,11047,40128,38267,13814,10286,0,33933,38397,30088,37411
2021-11-26,10638,41455,39567,13938,10792,0,39459,73000,30298,34316
2021-11-25,10931,38949,35862,13487,10677,0,38706,26093,30000,28109
2021-11-24,11699,39639,35290,13658,12433,0,40000,26294,29839,25097
2021-11-23,10447,39081,35024,13781,10433,0,40706,60000,31820,30342
2021-11-22,12026,40559,32199,13979,9843,0,34100,53655,31312,36232
2021-11-21,0,0,0,0,0,0,0,0,0,0
2021-11-20,12602,40188,38315,13742,12028,0,40706,37387,30200,36144
2021-11-19,12852,39285,49339,13873,11302,0,39704,57000,30532,39949
2021-11-18,13082,39547,50666,14194,11460,0,38538,49775,27208,42998
2021-11-17,10473,40921,51185,14385,12423,0,42000,46318,30729,44060
2021-11-16,10147,39584,48600,14758,11746,0,42486,38140,31714,44812
2021-11-15,12693,43189,46442,14997,15305,0,39947,50320,31641,45134
2021-11-14,0,0,0,0,0,0,0,0,0,0
2021-11-13,14255,40166,60027,14709,17648,0,41400,46895,35000,44464
2021-11-12,14540,39402,57013,15165,13589,0,42000,66800,32000,40813
2021-11-11,13906,37370,53602,14959,12397,0,37481,45502,35000,37157
2021-11-10,12661,38880,42287,14369,12244,0,36435,36140,33000,44491
2021-11-09,12674,37356,40682,14643,16712,0,35939,38344,30723,43249
2021-11-08,12664,36805,46220,14495,19362,0,39392,59522,32847,44005
2021-11-07,0,0,0,0,0,0,0,0,0,0
2021-11-06,12865,35028,53859,14256,24097,0,40938,28832,21140,46441
2021-11-05,12486,34000,53928,14281,19635,0,43000,33589,32000,45839
2021-11-04,10456,36005,58000,14140,21082,0,35588,34064,30970,48829
2021-11-03,10038,34284,54167,14398,20537,0,43000,51642,29000,46097
2021-11-02,9201,35500,50179,14345,22708,0,37419,58252,27496,50196
2021-11-01,9027,36062,47623,14306,23967,0,41129,42446,28426,54634
2021-10-31,0,0,0,0,0,0,0,0,0,0
2021-10-30,8913,31826,56401,14370,22543,0,43102,42254,25833,64634
2021-10-29,8311,35954,57255,14494,24252,0,42000,36175,25833,63794
2021-10-28,7959,34495,54767,14677,25056,0,46138,43854,27215,58572
2021-10-27,7973,36244,51839,14803,24059,0,36900,35911,27768,74672
2021-10-26,8320,36143,53157,15085,31342,0,30143,45086,25657,82020
2021-10-25,8489,37148,62810,14728,33133,0,33963,48043,29509,79101
2021-10-24,0,0,0,0,0,0,0,0,0,0
2021-10-23,9105,35543,60395,14630,30789,0,34261,38311,28538,77399
2021-10-22,8247,29860,57844,14500,31926,0,30125,40185,28538,56655
2021-10-21,6948,35000,61000,14134,34952,0,32109,42040,28636,43151
2021-10-20,6689,34018,58545,14267,33140,15500,31516,45981,28340,42529
2021-10-19,6937,33527,40471,14370,33500,15500,27750,54967,29000,50302
2021-10-18,7371,33875,46826,14246,36217,15500,33023,53349,28000,52897
2021-10-17,0,0,0,0,0,0,0,0,0,0
2021-10-16,6375,33743,48462,14179,36002,15500,32663,51809,21000,47385
2021-10-15,5821,33520,77500,13895,33441,15500,34864,49690,29300,40233
2021-10-14,5148,34516,53333,13447,31808,15500,31656,58612,27167,33661
2021-10-13,5854,35731,53000,13395,27227,15500,32429,43444,27589,31513
2021-10-12,6053,35438,45000,13455,23622,15500,31565,42576,30000,32798
2021-10-11,6280,33934,30000,13918,25891,16500,30531,39055,27819,36376
2021-10-10,0,0,0,0,0,0,0,0,0,0
2021-10-09,5686,34069,31429,13902,24845,14000,30902,11000,33500,36143
2021-10-08,5652,32853,30000,14120,24254,14000,32125,11000,33500,32130
2021-10-07,7937,34182,40000,14545,24598,14000,30154,11000,27615,32780
2021-10-06,9435,35110,40000,14721,25404,16000,31222,11000,30000,27645
2021-10-05,9209,33500,30000,14547,25915,15500,26866,11000,31482,26172
2021-10-04,8620,35028,30000,14663,23925,14000,28545,11000,29466,26928
2021-10-03,0,0,0,0,0,0,0,0,0,0
2021-10-02,10894,33673,30000,14294,15214,15875,28492,28000,29576,24138
2021-10-01,12331,33196,0,13790,13945,12500,28321,11000,29576,24221
2021-09-30,12227,34277,0,13784,30340,12500,28020,11000,30628,25136
2021-09-29,11682,35034,0,13619,18851,21500,32566,15000,31000,23211
2021-09-28,11164,36096,0,13878,21430,21500,32750,36000,31203,21291
2021-09-27,13597,34859,0,13922,25294,20190,28890,36000,37500,22029
2021-09-26,0,0,0,0,0,0,0,0,0,0
2021-09-25,15688,35881,0,13696,42256,13000,28625,0,38000,24912
2021-09-24,16017,35051,0,13513,55064,19000,33189,0,37604,28566
2021-09-23,0,0,0,0,0,0,0,0,0,0
2021-09-22,0,0,0,0,0,0,0,0,0,0
2021-09-21,0,0,0,0,0,0,0,0,0,0
2021-09-20,0,0,0,0,0,0,0,0,0,0
2021-09-19,0,0,0,0,0,0,0,0,0,0
2021-09-18,25302,36834,0,13961,59307,25875,42967,0,38000,42077
2021-09-17,16425,38197,0,14491,45966,27500,35704,0,37000,38618
2021-09-16,17351,38762,0,14834,44851,21000,35594,0,36351,48664
2021-09-15,16956,37593,0,14736,38956,25097,34625,0,37252,38989
2021-09-14,17265,37453,0,14554,39151,27603,29909,0,37518,38740
2021-09-13,16157,34711,0,14641,33692,25500,28734,0,36426,39652
2021-09-12,0,0,0,0,0,0,0,0,0,0
2021-09-11,16051,31273,0,14429,35497,29638,33294,0,31000,47336
2021-09-10,15596,31417,0,14518,35646,29021,34132,0,35209,58846
2021-09-09,15674,31919,0,14726,33070,26000,35000,0,27385,59177
2021-09-08,15680,35232,0,14704,33335,24068,38771,0,30333,60143
2021-09-07,15951,35386,0,15281,35246,28352,40639,0,29979,58944
2021-09-06,14780,35203,0,15192,37748,28000,36037,23500,30276,46343
2021-09-05,0,0,0,0,0,0,0,0,0,0
2021-09-04,13884,35260,0,15540,40137,31136,32973,23500,12382,38949
2021-09-03,13878,34212,0,14909,33015,27000,34033,23500,26424,61038
2021-09-02,16622,35338,0,14613,38240,23000,34000,23500,27154,40135
2021-09-01,13912,34747,0,14323,50757,23378,30059,23500,34417,36717
2021-08-31,11186,34177,0,14217,50523,23088,27215,23500,37320,44900
2021-08-30,12468,33172,0,14270,49938,23934,28557,23500,31389,49333
2021-08-29,0,0,0,0,0,0,0,0,0,0
2021-08-28,13453,33454,0,13950,43640,23811,29142,23500,31555,59329
2021-08-27,13425,31506,0,13949,42548,22500,35026,25000,31555,42276
2021-08-26,12335,32474,0,14050,39155,23837,33238,25000,32000,43567
2021-08-25,15398,34030,0,14113,41220,21185,34925,28737,32781,40774
2021-08-24,11843,34565,0,14530,45415,21736,30133,28737,31776,40774
2021-08-23,11258,34973,0,14922,63874,22777,27882,33444,34369,46571
2021-08-22,0,0,0,0,0,0,0,0,0,0
2021-08-21,10326,35418,0,14777,55052,20585,30127,37941,25500,24813
2021-08-20,9474,34226,0,14390,53483,19825,35686,37941,31708,25056
2021-08-19,10569,34249,0,14254,64127,17157,31696,37941,29856,23975
2021-08-18,12903,35208,0,14842,78076,19971,34765,33000,28434,24655
2021-08-17,8873,34401,0,14618,82829,22146,35000,40720,27993,19959
2021-08-16,10138,34833,0,13961,73304,22037,28406,34783,26500,25031
2021-08-15,0,0,0,0,0,0,0,0,0,0
2021-08-14,9500,36568,0,13823,75892,16736,29424,35500,25607,26500
2021-08-13,10944,35352,0,13822,63724,18725,25939,32152,25607,26500
2021-08-12,8909,34573,0,13952,72991,19817,25389,29828,24449,26500
2021-08-11,10087,34304,0,13741,74084,23609,21245,29828,24553,29155
2021-08-10,11852,34648,0,14158,65270,24995,21443,28935,25000,29155
2021-08-09,12179,36061,0,14911,82447,24439,19061,33217,24981,25905
2021-08-08,0,0,0,0,0,0,0,0,0,0
2021-08-07,0,0,0,0,0,0,0,0,0,0
2021-08-06,11531,38032,0,15452,88102,24422,20190,25316,23000,25905
2021-08-05,11902,37364,0,14884,59577,23667,17593,30000,24487,25905
2021-08-04,11336,33064,0,14991,57035,27394,18024,28000,22424,31946
2021-08-03,13200,29845,0,13794,60618,28603,19942,70000,20000,34600
2021-08-02,11459,28989,0,13408,59560,25603,19484,29067,21500,31387
2021-08-01,0,0,0,0,0,0,0,0,0,0
2021-07-31,12575,31586,0,12429,69007,23907,16407,23833,15000,25200
2021-07-30,10457,29264,0,11693,59206,25118,18273,27364,21818,25200
2021-07-29,9672,27545,0,12314,51396,23658,20771,26150,20000,32385
2021-07-28,9586,27233,0,12108,53065,24531,18630,21280,21390,25813
2021-07-27,8907,29101,0,12503,58880,24635,17746,24884,22000,25813
2021-07-26,8643,30071,0,12947,50723,22007,19800,24871,23000,22438
2021-07-25,0,0,0,0,0,0,0,0,0,0
2021-07-24,5908,33031,0,13196,39922,20814,20586,21000,23152,25771
2021-07-23,4847,27808,0,13288,35859,19800,21597,21000,22931,24447
2021-07-22,5807,27516,0,13019,40415,21297,19173,28375,22873,28167
2021-07-21,4930,29410,0,13124,37644,22951,18770,24308,24630,25417
2021-07-20,7100,29986,0,12864,38394,21200,18210,36000,26000,23938
2021-07-19,6540,29787,0,13044,48543,18758,16527,30000,24890,32690
2021-07-18,0,0,0,0,0,0,0,0,0,0
2021-07-17,8200,29132,0,11907,39968,14863,18095,24000,22743,30177
2021-07-16,5639,24691,0,11549,31390,12348,17513,24000,22743,34778
2021-07-15,4300,21017,0,10741,30118,15505,15541,24925,22000,28218
2021-07-14,4028,20510,0,10059,25871,15986,17901,27629,21000,27026
2021-07-13,4945,22735,0,10801,26623,18061,20978,23313,16000,25465
2021-07-12,7109,25322,0,10887,27303,19386,23062,27188,18500,24600
2021-07-11,0,0,0,0,0,0,0,0,0,0
2021-07-10,5448,26946,0,10934,23887,19530,27051,29000,18500,28222
2021-07-09,6034,28427,0,11666,17856,22280,28297,29000,18500,30500
2021-07-08,5973,28169,0,12755,18930,22315,27763,34000,18000,31671
2021-07-07,6086,26341,0,11791,19378,23583,29187,36000,19250,31365
2021-07-06,5496,27594,0,11152,19406,23669,31162,31356,21000,30434
2021-07-05,9244,26413,0,10747,20781,21295,33939,44875,21000,35271
2021-07-04,0,0,0,0,0,0,0,0,0,0
2021-07-03,5758,23697,24000,10514,20695,21857,31827,49893,18500,29971
2021-07-02,5373,23860,24000,10205,17942,25417,26427,49893,18500,25385
2021-07-01,5705,23219,24000,10741,17778,21564,26000,44000,21000,32874
2021-06-30,5856,22631,24000,10277,19302,25113,21081,26783,19259,35257
2021-06-29,6713,22962,24000,10557,22409,26357,18650,35047,17000,34079
2021-06-28,6500,23532,24000,11015,26530,24793,17455,44345,21666,28306
2021-06-27,0,0,0,0,0,0,0,0,0,0
2021-06-26,6200,23157,24000,11218,29105,26125,16617,47884,20804,27192
2021-06-25,5318,24170,24000,11316,18938,24184,16354,47884,20804,26105
2021-06-24,6043,23981,24000,11712,17121,26321,16136,32750,23000,26087
2021-06-23,5891,23913,24000,11712,16871,28672,17265,47333,21000,25998
2021-06-22,7090,24541,24000,11625,17569,31129,16877,43901,23449,28756
2021-06-21,6770,35996,24000,11803,16974,31417,16574,40456,22750,28293
2021-06-20,0,0,0,0,0,0,0,0,0,0
2021-06-19,6165,26353,24000,11739,16930,31292,16875,42000,23000,24188
2021-06-18,5998,24336,23000,11527,16723,31735,18327,42000,23000,26308
2021-06-17,5542,25390,23000,11936,18437,32933,19116,44938,22269,22928
2021-06-16,5359,23097,23000,11136,20366,35500,19053,37388,23109,22358
2021-06-15,6082,21381,23000,11325,20612,33500,19138,42584,23819,25461
2021-06-14,5788,22663,25000,10539,17822,32900,18335,43634,23210,27112
2021-06-13,0,0,0,0,0,0,0,0,0,0
2021-06-12,7800,25147,24912,10536,17454,33000,18384,31000,22843,28347
2021-06-11,6736,24758,26000,9707,16084,34843,17764,42032,22843,27685
2021-06-10,7474,24488,20462,9723,16177,36595,19242,42000,23000,28615
2021-06-09,6052,25982,23476,9424,17632,39958,18600,47027,23125,26603
2021-06-08,6721,27288,21593,9148,17665,39500,18859,53106,25865,24062
2021-06-07,7984,29479,20602,9568,16255,35500,19340,46614,24000,21703
2021-06-06,0,0,0,0,0,0,0,0,0,0
2021-06-05,6533,40387,24101,9238,15651,32000,19382,42017,23182,19059
2021-06-04,8517,37477,21727,9111,17283,33000,20260,42017,23182,20578
2021-06-03,7482,27213,22585,9317,21945,33813,18755,33636,23000,21450
2021-06-02,6797,26614,21929,9361,16545,33095,18375,44625,22954,22840
2021-06-01,7057,31074,23053,10764,15162,29000,19243,45600,23590,22630
2021-05-31,7789,29360,22463,10231,15916,28000,19042,42000,24304,24878
2021-05-30,0,0,0,0,0,0,0,0,0,0
2021-05-29,5753,33831,23758,10884,16352,26786,21639,42000,23601,23403
2021-05-28,7066,35660,22703,9178,17296,32421,19289,42000,23601,25319
2021-05-27,6359,34009,23226,8821,16452,30083,18824,41000,24777,23649
2021-05-26,5835,35822,22815,9042,16245,26793,16431,45520,24000,23236
2021-05-25,6174,38286,24326,8660,13915,30000,16284,43138,24377,23160
2021-05-24,6071,39896,23222,8660,13221,28069,16752,47235,25980,22966
2021-05-23,0,0,0,0,0,0,0,0,0,0
2021-05-22,6300,41327,25216,9041,12944,22500,17441,42000,25000,22771
2021-05-21,7800,36176,25304,9348,12959,24323,18691,36694,25000,22721
2021-05-20,5958,34517,25364,9507,13676,26017,20703,38507,24000,21711
2021-05-19,5000,34018,24663,8582,13057,24983,20876,38507,25000,20346
2021-05-18,5073,33069,22424,8537,15004,23000,21028,47493,26220,18356
2021-05-17,6253,31310,27236,8595,13831,21500,22466,44348,25196,23472
2021-05-16,0,0,0,0,0,0,0,0,0,0
2021-05-15,5665,29913,26002,8101,16037,22000,22928,48387,23000,31249
2021-05-14,3896,31525,27176,7926,16257,22000,22839,48387,26000,31827
2021-05-13,5040,32505,28168,7680,13717,22463,23424,44484,26000,31587
2021-05-12,6570,35125,27486,7764,14348,21500,24979,57270,25061,29795
2021-05-11,9113,35821,29634,8998,14286,22250,23573,48211,26000,30810
2021-05-10,9497,36130,33518,8623,14810,24500,25014,61440,26000,30725
2021-05-09,0,0,0,0,0,0,0,0,0,0
2021-05-08,7399,35595,40895,10207,14572,23500,25115,62109,27000,33328
2021-05-07,10880,35845,46077,10789,13467,27466,25699,62109,27000,31191
2021-05-06,10500,38188,44409,11309,13596,28000,25254,43000,27000,30450
2021-05-05,10815,39131,39556,10676,12579,29000,26882,58000,27672,32989
2021-05-04,9595,39560,42078,10850,12774,31500,23000,46194,28096,34411
2021-05-03,11776,37306,45435,10198,13252,28000,25798,65673,28480,33897
2021-05-02,0,0,0,0,0,0,0,0,0,0
2021-05-01,10970,39000,52884,10462,13035,27333,26378,48973,27000,31050
2021-04-30,12053,37506,41821,10830,13374,28000,27682,48973,27000,36714
2021-04-29,11672,37633,35626,10432,13928,25000,28426,58000,28000,36361
2021-04-28,12100,38211,31767,11592,13586,25000,28800,51256,28000,41618
2021-04-27,11714,39710,28122,11749,13344,25000,32175,48407,28632,38174
2021-04-26,12119,39454,31708,11634,15850,25000,30774,46208,30000,36019
2021-04-25,0,0,0,0,0,0,0,0,0,0
2021-04-24,11698,44507,39547,12256,12442,25000,29632,48000,28000,38036
2021-04-23,11528,45777,34252,11520,12811,25000,35810,49064,32000,36803
2021-04-22,10581,48000,34630,10723,13938,0,32769,48600,34625,35645
2021-04-21,10459,50851,33833,10489,13772,0,37382,47716,36000,41344
2021-04-20,11013,52586,32208,10961,14027,0,32273,50244,38000,38285
2021-04-19,11761,55043,33357,11087,14166,0,35636,51184,38646,28099
2021-04-18,0,0,0,0,0,0,0,0,0,0
2021-04-17,11500,56107,42786,13827,14622,0,35722,52261,34000,24603
2021-04-16,11426,57498,40188,15404,10530,0,36303,52261,38534,21863
2021-04-15,10862,60770,35672,16443,10160,0,30200,48000,33000,25656
2021-04-14,11006,62360,31347,16747,11032,0,32605,48448,29274,36710
2021-04-13,11443,59472,33347,16792,10797,0,33106,56487,40000,39697
2021-04-12,10875,53362,37482,17073,10572,0,33106,54771,27933,30526
2021-04-11,0,0,0,0,0,0,0,0,0,0
2021-04-10,11494,54000,40993,19738,9819,0,28182,45000,40000,23970
2021-04-09,12004,56014,34065,20551,10301,0,36077,43449,40000,23154
2021-04-08,11070,55695,30876,21783,10822,0,40800,57397,28752,20264
2021-04-07,11251,60519,28784,21754,11504,0,40800,63772,27203,21581
2021-04-06,11596,67384,28081,21925,11795,0,38724,50067,34087,24396
2021-04-05,10949,68700,28835,22423,12312,0,38724,55336,31000,25946
2021-04-04,0,0,0,0,0,0,0,0,0,0
2021-04-03,10700,64213,30709,22698,9297,0,28000,34000,28500,23818
2021-04-02,11044,60945,28814,24857,10211,0,38500,54356,33065,22563
2021-04-01,11311,58008,27820,25589,9704,0,37421,60623,30000,22734
2021-03-31,10484,56703,28342,23641,10150,0,37421,47646,34194,23640
2021-03-30,10887,55902,29448,21976,10045,0,35571,48066,34261,25488
2021-03-29,11596,55796,34786,19946,10428,0,35571,44905,38000,28187
2021-03-28,0,0,0,0,0,0,0,0,0,0
2021-03-27,11600,56500,33569,22135,9343,0,29467,46000,25000,29509
2021-03-26,11336,58610,31722,22794,9592,0,43385,44887,27658,24345
2021-03-25,10939,64863,30478,30396,9361,0,41750,50132,26191,22493
