date,avg temp,max temp,min temp,rainFall,cabbage,potato,strawberry,onion,spinach,cucumber,tomato,apple,carrot,broccoli
2021-4-2,15.9,21.2,11,0,"11,044","60,945","28,814","24,857","10,211",0,"38,500","54,356","33,065","22,563"
2021-4-1,13.9,19.9,6.9,0,"11,311","58,008","27,820","25,589","9,704",0,"37,421","60,623","30,000","22,734"
2021-3-31,12.3,21.5,3.1,0,"10,484","56,703","28,342","23,641","10,150",0,"37,421","47,646","34,194","23,640"
2021-3-30,11.5,19.3,5,0,"10,887","55,902","29,448","21,976","10,045",0,"35,571","48,066","34,261","25,488"
2021-3-29,12.2,17.1,8,0,"11,596","55,796","34,786","19,946","10,428",0,"35,571","44,905","38,000","28,187"
2021-3-28,11.8,15.6,9.1,0.1,0,0,0,0,0,0,0,0,0,0
2021-3-27,12,16,6.7,0.2,"11,600","56,500","33,569","22,135","9,343",0,"29,467","46,000","25,000","29,509"
2021-3-26,12.5,21.4,4.1,0,"11,336","58,610","31,722","22,794","9,592",0,"43,385","44,887","27,658","24,345"
2021-3-25,11.7,19.8,4.3,0,"10,939","64,863","30,478","30,396","9,361",0,"41,750","50,132","26,191","22,493"
2021-3-24,10.1,17,3.2,3.1,"11,260","68,517","30,042","30,213","8,526",0,"41,750","48,000","30,000","22,616"
2021-3-23,9,16.7,1,20.8,"10,632","74,120","30,412","31,694","10,498",0,"38,857","59,271","29,584","26,105"
2021-3-22,6.5,11.7,1.5,0,"10,946","78,091","30,342","31,906","10,448",0,"38,857","60,000","29,625","26,498"
2021-3-21,6.8,10.5,4,0,0,0,0,0,0,0,0,0,0,0
2021-3-20,8.8,11,6.7,0.6,"10,500","78,295","31,188","31,879","10,104",0,"53,636","60,137","27,003","24,863"
2021-3-19,11.6,16.9,7.4,0,"9,800","78,902","28,694","33,672","10,958",0,"53,636","60,137","30,157","25,783"
2021-3-18,9.8,17,2.8,0,"9,400","77,494","28,711","34,798","12,107",0,"35,000","40,000","27,348","25,596"
2021-3-17,8.3,16.6,0.8,0,"10,814","77,610","30,542","33,236","13,006",0,"65,433","47,437","30,061","21,343"
2021-3-16,11,16.8,4.7,0,"10,774","76,312","31,078","30,657","12,338",0,"64,389","63,041","28,633","21,326"
2021-3-15,10.5,17.2,2.1,9.4,"11,478","74,992","31,328","31,096","12,616",0,"64,389","51,802","30,781","23,121"
2021-3-14,8.2,14.7,2.6,32.3,0,0,0,0,0,0,0,0,0,0
2021-3-13,8.2,14.5,2.8,0,"10,873","73,667","31,838","30,448","10,528",0,"55,000","54,701","29,539","27,003"
2021-3-12,8.3,10.8,6.4,0,"10,873","72,567","30,820","30,561","10,124",0,"55,000","54,701","31,000","21,634"
2021-3-11,9.2,17.2,1.1,0,"10,502","69,502","30,152","28,951","10,300",0,"45,875","70,474","29,929","21,467"
2021-3-10,7.7,15.6,0.7,0,"10,763","71,673","29,732","29,035","9,406",0,"45,875","56,573","29,141","24,994"
2021-3-9,7.1,13.6,1.6,0.1,"11,170","69,091","31,242","28,203","9,551",0,"36,000","63,915","29,183","27,501"
2021-3-8,5.9,13.2,0,5,"11,143","67,401","39,414","28,919","11,014",0,"36,000","54,047","28,659","28,102"
2021-3-7,5.5,10.2,2.4,26.6,0,0,0,0,0,0,0,0,0,0
2021-3-6,5.9,11.4,2.6,0,"10,800","66,504","37,934","28,506","11,698",0,"21,000","53,500","24,648","24,928"
2021-3-5,8.6,16.9,2.3,0,"10,963","64,081","41,327","28,412","10,955",0,"34,000","58,255","29,240","21,351"
2021-3-4,5.6,10.4,0.8,0,"10,070","65,661","40,896","28,808","12,641",0,"31,512","67,586","29,852","19,921"
2021-3-3,3.1,9.3,-2.9,0,"10,197","65,333","38,371","29,316","13,132",0,"31,512","63,706","27,536","19,404"
2021-3-2,2.4,6.2,-0.9,0,"10,524","67,575","36,709","30,171","13,448",0,"30,659","43,762","29,982","19,669"
2021-3-1,7.8,12.9,2.8,0,"10,880","67,115","39,937","30,486","13,089",0,"30,659","53,922","32,000","26,800"
2021-2-28,7,12.3,0.8,6,0,0,0,0,0,0,0,0,0,0
2021-2-27,6.9,11.4,2.5,0,"10,183","66,301","42,268","30,425","11,457",0,"35,000","40,253","31,984","21,515"
2021-2-26,7.3,13.2,1.7,0,"11,200","69,577","34,629","31,251","10,625",0,"35,000","40,253","30,390","24,402"
2021-2-25,3.9,8.3,-0.8,0,"10,700","70,267","32,373","31,186","10,117",0,"36,189","41,121","33,611","27,316"
2021-2-24,3,10.1,-2.4,1.8,"11,174","75,090","30,808","31,966","10,074",0,"36,189","47,400","31,521","23,074"
2021-2-23,2.6,8.3,-2,0.2,"11,359","75,059","30,656","31,318","10,316",0,"18,000","64,364","31,164","22,424"
2021-2-22,9.9,17.6,3,0,"10,636","77,979","32,827","33,624","11,038",0,"33,786","65,789","31,747","17,814"
2021-2-21,12.1,20.9,3.2,0,0,0,0,0,0,0,0,0,0,0
2021-2-20,9.4,16.4,2.9,13.2,"10,569","78,261","36,449","31,922","12,333",0,"21,000","35,000","31,000","14,204"
2021-2-19,2.3,9.8,-6.7,0.6,"10,800","56,788","34,033","33,747","12,061",0,"31,829","51,280","32,181","11,635"
2021-2-18,-4.5,0,-9,0,"10,300","59,511","31,299","34,254","14,266",0,"33,895","40,024","31,938","12,779"
2021-2-17,-6.1,-3.3,-8,0,"10,088","66,092","27,502","32,233","16,946",0,"33,895","39,826","28,500","13,933"
2021-2-16,-2.1,2.7,-5.9,0,"9,528","65,593","28,555","30,663","16,806",0,"20,000","44,214","31,503","14,254"
2021-2-15,3.3,8.5,-2.4,0,"8,742","78,064","34,361","29,213","17,528",0,"29,609","61,085","32,849","18,456"
2021-2-14,8.2,14.3,2.4,0.3,0,0,0,0,0,0,0,0,0,0
2021-2-13,6.4,16.6,-1.5,0.1,0,0,0,0,0,0,0,0,0,0
2021-2-12,5.9,15.1,-0.3,3.9,0,0,0,0,0,0,0,0,0,0
2021-2-11,4.4,11.3,-1.5,0,"8,155","81,114","42,370","27,695","15,981",0,"34,643","48,000","34,822","14,964"
2021-2-10,2.4,9.2,-4.1,2.7,"8,155","81,114","42,933","27,695","15,945",0,"34,643","48,000","34,822","17,280"
2021-2-9,-0.4,6.1,-6.3,49.9,"8,200","79,057","42,396","27,511","16,302",0,"30,686","48,000","32,990","16,905"
2021-2-8,-0.9,3.1,-4.1,0.3,"8,129","82,469","42,065","27,763","14,997",0,"30,686","48,000","32,184","15,505"
2021-2-7,5.5,11.3,0.1,0.2,0,0,0,0,0,0,0,0,0,0
2021-2-6,5.2,11.3,-1.3,0.9,"7,689","80,263","41,129","27,947","13,964",0,"14,000","72,358","29,413","15,288"
2021-2-5,1.2,7.4,-5.5,3.1,"7,700","80,999","44,537","28,334","14,378",0,"29,500","72,358","32,330","16,790"
2021-2-4,-0.3,4.1,-4.6,0,"8,735","80,262","41,775","27,396","13,471",0,"28,000","101,813","33,265","17,919"
2021-2-3,-2,3.2,-7.9,0,"7,944","85,545","41,716","29,365","12,885",0,"28,000","49,525","33,395","18,979"
2021-2-2,-2.2,3.6,-5.1,0,"7,594","75,886","40,630","26,458","14,470",0,"20,000","74,474","33,563","17,180"
2021-2-1,6.7,10.7,2.3,0,"8,157","80,133","41,719","26,887","14,072",0,"33,000","48,451","33,264","16,476"
2021-1-31,3.2,10.7,-5.1,0,0,0,0,0,0,0,0,0,0,0
2021-1-30,-0.6,7,-8.4,0,"7,500","74,425","40,691","27,339","15,108",0,"26,000","100,000","34,000","19,373"
2021-1-29,-5.7,-1.4,-9,0.1,"7,859","81,043","37,964","26,790","13,759",0,"33,714","88,268","34,631","22,140"
2021-1-28,-0.8,6.4,-6.2,0.5,"7,716","81,095","38,251","26,742","14,774",0,"26,571","63,066","34,629","18,609"
2021-1-27,3.2,8.5,-0.7,1.1,"8,100","73,930","40,353","26,902","13,177",0,"32,000","87,706","32,884","16,675"
2021-1-26,4.8,7.2,2.3,0.6,"7,200","76,638","35,783","26,082","12,492",0,"30,000","104,138","32,735","18,604"
2021-1-25,5.9,12.7,0.9,2.4,"6,682","81,030","37,473","25,392","13,868",0,"35,160","69,968","32,452","19,779"
2021-1-24,6.4,11.7,2.1,0,0,0,0,0,0,0,0,0,0,0
2021-1-23,7.4,10.6,4.8,0,"5,100","84,136","35,723","25,653","13,112",0,"28,000","48,849","31,829","22,818"
2021-1-22,6.8,9.8,4.5,0,"5,149","77,551","35,574","27,207","18,075",0,"41,727","85,276","32,733","24,725"
2021-1-21,4.6,10.1,-1.7,0,"4,870","72,475","32,134","27,743","15,488",0,"36,000","72,258","32,000","26,475"
2021-1-20,-0.9,8.3,-8.9,0,"5,258","73,975","37,627","29,361","15,727",0,"36,000","69,919","33,000","27,753"
2021-1-19,-5.1,1.2,-10.7,0,"6,000","73,274","34,290","25,590","16,524",0,"26,857","74,308","32,541","31,136"
2021-1-18,-2,3.4,-6.5,0,"5,868","70,448","40,814","25,717","15,973",0,"34,257","66,323","32,000","30,581"
2021-1-17,-3.7,0.3,-7.9,0,0,0,0,0,0,0,0,0,0,0
2021-1-16,-0.6,4.5,-4.7,0,"5,400","66,060","47,454","26,415","17,002",0,"26,400","46,763","31,989","31,259"
2021-1-15,5.9,13.1,-1.5,0.8,"5,500","66,054","48,484","27,319","15,747",0,"32,000","75,542","31,589","27,819"
2021-1-14,2.9,10.2,-2.9,0.7,"5,100","67,178","46,021","26,391","16,128",0,"29,000","80,925","32,000","26,505"
2021-1-13,3,9.7,-4.2,0,"5,500","67,917","48,655","27,183","16,218",0,"36,000","69,650","33,952","29,331"
2021-1-12,-3,2.6,-9.5,9.3,"4,663","67,487","38,757","25,748","15,201",0,"37,800","79,159","30,903","33,038"
2021-1-11,-5.6,-1.4,-9.8,0.5,"5,200","64,758","37,013","29,636","16,460",0,"46,000","61,369","33,668","38,524"
2021-1-10,-7.1,-0.7,-13.9,0.1,0,0,0,0,0,0,0,0,0,0
2021-1-9,-10.3,-4.5,-16,0.1,"3,000","65,226","35,006","29,566","12,131",0,"42,625","27,000","35,000","27,686"
2021-1-8,-12.3,-7.3,-16.8,1.2,"3,000","63,490","34,756","26,143","15,696",0,"51,500","82,270","33,571","21,059"
2021-1-7,-10.7,-3.8,-14.8,0,"4,400","66,266","37,443","25,408","15,913",0,"55,000","94,738","31,786","22,874"
2021-1-6,-5.5,-0.7,-10.8,5.9,"4,091","65,695","39,811","26,584","20,896",0,"55,000","48,456","29,004","23,741"
2021-1-5,-2.2,1.9,-7.4,0,"4,545","61,714","33,747","23,702","16,143",0,"51,000","64,352","27,601","22,532"
2021-1-4,-2,3.9,-8.1,0.1,"4,619","53,645","38,368","24,112","15,528",0,"43,000","83,954","32,307","23,817"
2021-1-3,-3.3,1.1,-7.7,1.7,0,0,0,0,0,0,0,0,0,0
2021-1-2,-2.8,1.4,-6.9,1.3,0,0,0,0,0,0,0,0,0,0
2021-1-1,-3.4,1.6,-9.3,4.1,0,0,0,0,0,0,0,0,0,0
