date,avg temp,max temp,min temp,rainFall,cabbage,potato,strawberry,onion,spinach,cucumber,tomato,apple,carrot,broccoli
2025-02-28,13.4,7.8,3.5,0,"17,520","68,225","43,350",26578,"22,358",0,"39,600","119,148","75,292","38,883"
2025-02-27,14.1,7.3,0.7,0,"17,143","70,789","34,295",25870,"18,774",0,"40,000","111,217","77,056","34,936"
2025-02-26,8.7,2.7,-1.8,0,"16,559","76,619","37,180",25451,"17,403",0,"40,000","131,600","76,242","32,188"
2025-02-25,5.9,3.6,-1.2,0,"16,624","79,333","36,412",24288,"19,055",0,"43,000","118,333","72,045","31,919"
2025-02-24,4.5,-0.1,-4.2,0,"16,410","78,527","38,915",24544,"18,694",0,"43,000","132,757","68,500","31,485"
2025-02-23,0.1,-3.5,-6.1,0,0,0,0,0,"18,094",0,0,0,0,0
2025-02-22,2.1,-2.6,-6.3,0,"16,313","74,000","38,028",23780,"18,297",0,"50,250","150,526","62,000","30,955"
2025-02-21,2.1,-2.1,-5.4,0,"16,146","71,569","42,258",24189,"17,166",0,"50,250","87,718","59,122","28,723"
2025-02-20,1.6,-2.9,-6.2,0,"16,891","67,729","33,510",23680,"17,559",0,"50,167","104,162","57,613","29,069"
2025-02-19,0.9,-3.2,-6.4,0,"15,462","74,775","45,507",24240,"19,789",0,"50,167","138,425","61,000","28,638"
2025-02-18,2.1,-2.4,-5.7,0,"15,883","75,764","37,894",24170,"21,010",0,"54,395","115,508","61,513","29,654"
2025-02-17,3.3,-1.1,-5,0,"16,460","77,336","49,952",25075,"23,609",0,"54,395","127,932","63,441","29,028"
2025-02-16,9.6,3.5,-1.9,0,0,0,0,0,"25,639",0,0,0,0,0
2025-02-15,7.7,4.3,1.1,0,"16,433","79,308","48,952",24766,"24,645",0,"46,809","146,179","63,000","33,068"
2025-02-14,9.7,4.3,-0.5,0,"16,990","80,113","57,886",24928,"25,916",0,"46,809","105,414","70,000","31,457"
2025-02-13,5.8,1.5,-3.9,0,"17,780","79,200","44,767",24489,"21,357",0,"42,442","114,527","75,679","34,476"
2025-02-12,2.4,-1.2,-5.6,1.5,0,0,0,0,"21,591",0,0,0,0,0
2025-02-11,6.7,2.3,-4.2,1,"17,185","75,595","53,269",25203,"20,603",0,"42,442","140,445","74,784","33,521"
2025-02-10,2.5,-2,-5.6,0,"16,971","73,889","49,858",24455,"20,295",0,"42,442","140,250","75,339","33,666"
2025-02-09,1.4,-3.8,-8.4,0,0,0,0,0,"20,564",0,0,0,0,0
2025-02-08,-3.7,-7.2,-10.6,0,"16,839","71,375","44,885",23073,"20,576",0,"43,526","145,595","72,000","33,748"
2025-02-07,-6.4,-9.4,-11.4,0.1,"17,282","73,953","50,850",23001,"18,541",0,"43,526","107,134","72,000","30,212"
2025-02-06,-0.4,-4.1,-10.3,2.6,"16,639","68,473","40,320",23222,"18,448",0,"22,000","141,488","66,500","27,114"
2025-02-05,-4,-8.5,-11.3,0,"15,216","66,406","57,327",24221,"19,668",0,"41,136","124,174","68,863","23,087"
2025-02-04,-5.5,-9.2,-11.7,0,"17,050","63,255","42,054",23183,"22,186",0,"29,571","53,000","67,562","27,332"
2025-02-03,-1.8,-6.3,-11.3,0,"17,432","67,235","47,657",23468,"23,452",0,"29,571","53,000","70,040","28,264"
2025-02-02,6.6,1.5,-4.6,0,0,0,0,0,"22,888",0,0,0,0,0
2025-02-01,7.6,1.7,-2.2,0,"16,800","69,625","44,859",22850,"21,539",0,"31,935","141,366","63,000","35,234"
2025-01-31,0.7,-0.5,-1.9,2.1,0,0,0,0,"21,214",0,0,0,0,0
2025-01-30,-1.1,-2,-5.3,0.1,0,0,0,0,"20,746",0,0,0,0,0
2025-01-29,-1.3,-4.9,-7.4,0,0,0,0,0,0,0,0,0,0,0
2025-01-28,-2.6,-4.4,-6.3,0.2,"15,522","68,000","45,232","23,172","19,668",0,"20,182","141,366","72,309","25,631"
2025-01-27,1.1,-1.8,-4.2,1.5,"16,441","68,000","62,237","23,172","22,186",0,"33,532","141,366","72,309","30,094"
2025-01-26,7.4,4.5,0.5,4.1,0,0,0,0,0,0,0,0,0,0
2025-01-25,10.3,5.5,1.8,0,"15,881","73,181","59,505","22,262","23,452",0,"21,750","141,366","70,287","29,734"
2025-01-24,10.3,4.4,0.9,0,"15,867","72,058","61,572","21,930","22,888",0,"32,233","110,625","72,400","29,702"
2025-01-23,7.6,1.8,-2.5,0,"15,486","68,076","50,587","22,356","21,539",0,"34,286","79,937","69,703","32,567"
2025-01-22,7.6,2.2,-2.1,0,"14,932","72,489","50,015","22,142","21,214",0,"34,286","104,359","69,138","32,261"
2025-01-21,6.1,3.4,0.8,0,"14,713","77,199","44,528","21,970","20,746",0,"39,569","68,450","68,589","35,450"
2025-1-20,1.9,8.4,-2.8,0,"14,948","79,383","53,990","22,670","21,842",0,"39,569","99,913","66,810","35,969"
2025-1-19,1.5,9.4,-5.2,0,0,0,0,0,0,0,0,0,0,0
2025-1-18,0.4,8.6,-6.1,0,"14,922","80,030","53,521","22,181","21,917",0,"31,667","73,645","68,000","38,795"
2025-1-17,0,6.6,-5,0,"15,018","81,000","54,681","22,515","21,801",0,"42,447","99,112","68,323","38,622"
2025-1-16,-0.5,4.4,-5.6,0,"16,438","80,839","53,055","22,362","23,327",0,"42,182","90,333","69,096","37,357"
2025-1-15,-1.6,1.8,-4.7,0,"16,354","85,701","52,888","22,361","23,194",0,"42,182","130,118","71,000","35,068"
2025-1-14,3.3,8.8,-1.7,0,"16,579","91,183","49,836","22,182","22,688",0,"42,750","100,884","71,240","38,718"
2025-1-13,-0.5,5.2,-6.3,1.4,"16,548","90,474","55,838","22,522","19,828",0,"42,750","112,457","72,069","41,222"
2025-1-12,-2.6,3.2,-7.9,0,0,0,0,0,0,0,0,0,0,0
2025-1-11,-4.1,1.3,-9,0,"16,778","74,333","59,093","22,227","19,138",0,"45,923","170,000","69,625","32,615"
2025-1-10,-7.1,-1.1,-13.2,0.3,"16,019","67,832","55,648","22,645","16,498",0,"45,923","114,568","71,785","30,050"
2025-1-9,-7.5,-3.3,-11.3,0,"16,292","67,093","52,832","22,710","19,222",0,"45,000","132,465","75,653","33,054"
2025-1-8,-1.4,3.2,-5.3,0,"17,357","65,450","49,361","23,848","21,019",0,"45,000","102,416","77,782","32,455"
2025-1-7,-1.4,2.3,-4.9,0.1,"16,582","63,130","43,970","24,590","19,290",0,"42,600","122,268","76,561","32,240"
2025-1-6,1.6,5.9,-1.9,0,"16,811","62,517","46,580","25,050","20,260",0,"42,600","176,457","76,983","29,817"
2025-1-5,0.9,4.5,-4,5.4,0,0,0,0,0,0,0,0,0,0
2025-1-4,-0.2,5.8,-5.1,4.3,"17,000","62,209","49,587","25,347","21,221",0,"37,455","155,882","78,663","34,416"
2025-1-3,-0.4,3.9,-4.5,0,"18,797","59,554","54,701","24,029","20,768",0,"43,220","131,563","79,009","40,397"
2025-1-2,1.1,8,-4,0,"19,455","56,993","52,943","22,367","18,182",0,"36,612","166,667","94,000","39,141"
2025-1-1,1.4,8.8,-4.8,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,2.3,6.7,-2.8,0,"19,455","56,993","52,943","22,367","18,182",0,"36,612","166,667","94,000","39,141"
2024-12-30,4.8,10,-0.6,0,"13,024","50,456","54,245","21,616","16,312",0,"36,612","149,250","80,000","29,457"
2024-12-29,1,6.6,-4,0,0,0,0,0,0,0,0,0,0,0
2024-12-28,-1.5,1.7,-4.6,0,"12,242","49,660","53,985","21,761","13,897",0,"42,429","178,182","76,085","35,781"
2024-12-27,-0.7,3.1,-4.2,0,"11,966","49,841","58,366","21,877","14,872",0,"52,697","128,490","74,493","48,480"
2024-12-26,2.4,6.5,-2,0,"12,433","55,016","60,617","20,809","15,072",0,"46,000","102,829","66,603","47,502"
2024-12-25,1.8,7.1,-3.5,0.3,"12,149","57,803","58,164","20,109","15,670",0,"50,333","111,874","71,634","37,234"
2024-12-24,0.4,6.3,-4.3,0.1,"12,487","57,842","58,852","19,824","16,563",0,"30,000","143,110","79,429","30,509"
2024-12-23,-0.2,6.8,-6.4,0,"12,625","52,231","66,794","19,729","16,511",0,"46,333","139,146","81,626","30,781"
2024-12-22,-2.3,2.2,-6,0,0,0,0,0,0,0,0,0,0,0
2024-12-21,1,4.2,-2.5,0,"12,819","60,688","61,830","19,270","14,892",0,"28,545","153,030","85,718","31,491"
2024-12-20,0.8,5.9,-3.9,0.5,"12,493","44,962","56,064","19,679","14,900",0,"48,000","137,021","86,676","32,196"
2024-12-19,-1.5,5.7,-7,1,"10,599","49,702","57,258","19,943","14,965",0,"45,000","106,834","86,500","32,337"
2024-12-18,-1.4,2.8,-5.1,0.7,"12,826","45,838","58,210","19,421","14,252",0,"49,600","146,816","85,934","35,011"
2024-12-17,1.4,6.5,-2.7,1.5,"10,362","46,061","54,016","19,438","12,305",0,"45,000","129,936","86,259","34,139"
2024-12-16,1.9,6.7,-2.9,1.9,"13,056","41,560","57,306","18,722","12,976",0,"48,333","127,686","83,000","32,998"
2024-12-15,2.2,6,-1.8,0,0,0,0,0,0,0,0,0,0,0
2024-12-14,0.2,4.4,-3.8,0,"10,019","38,963","52,998","19,027","12,556",0,"30,286","140,000","75,300","32,361"
2024-12-13,1.4,6.3,-1.7,0,"10,289","42,425","61,449","19,165","12,421",0,"44,000","137,515","76,241","32,891"
2024-12-12,1.6,7.3,-3.2,0,"10,756","37,920","60,415","19,301","12,347",0,"38,571","79,315","80,000","28,943"
2024-12-11,2.8,9.1,-1,0,"10,602","39,811","55,985","19,055","12,316",0,"44,957","107,924","81,000","27,467"
2024-12-10,2.6,8.6,-2.2,0,"9,670","38,405","54,884","19,973","12,996",0,"34,944","102,914","69,307","27,391"
2024-12-9,1.3,7.4,-4.4,0,"9,654","41,548","61,894","19,979","11,116",0,"46,447","111,236","75,605","27,953"
2024-12-8,0.7,5.5,-3,0.7,0,0,0,0,0,0,0,0,0,0
2024-12-7,1.5,6.2,-2.4,0.4,"10,876","37,523","59,025","19,556","10,988",0,"43,500","140,000","84,445","27,588"
2024-12-6,4.2,8.3,0.4,0.1,"10,368","40,217","58,894","20,106","11,536",0,"48,833","104,365","85,011","26,817"
2024-12-5,4.8,9,0.1,0.1,"11,821","40,693","62,636","20,417","13,780",0,"46,500","134,813","83,330","27,078"
2024-12-4,3.1,8.3,-1.4,0,"10,131","40,690","64,152","20,053","14,636",0,"64,500","96,489","82,966","29,692"
2024-12-3,3.5,8.2,-0.3,0,"9,730","40,954","64,926","20,465","13,483",0,"54,897","83,171","90,000","29,879"
2024-12-2,8.6,15.9,2.9,0,"9,211","40,243","69,433","19,975","13,245",0,"63,476","110,917","88,260","32,353"
2024-12-1,6.8,12.6,1.5,1.8,0,0,0,0,0,0,0,0,0,0
2024-11-30,4.9,10,0.2,0.2,"10,014","36,810","67,305","19,906","12,267",0,"57,227","140,000","90,235","35,592"
2024-11-29,2.9,6.1,-0.6,0,"10,992","39,462","70,267","19,817","11,322",0,"69,353","92,229","96,497","30,347"
2024-11-28,3.6,7.1,0.5,0.1,"14,920","37,068","71,005","19,287","10,956",0,"68,333","135,849","95,369","35,329"
2024-11-27,2.7,5.6,0.7,0,"11,736","39,163","72,200","19,419","11,173",0,"64,706","100,671","100,582","31,620"
2024-11-26,8.3,12.8,4.5,0.2,"11,219","39,260","67,731","19,859","12,883",0,"67,759","81,043","100,215","35,341"
2024-11-25,9.4,15.8,2,0.6,"10,228","39,134","72,566","19,710","15,020",0,"63,733","113,497","88,964","36,435"
2024-11-24,6.5,13.9,1.1,0.3,0,0,0,0,0,0,0,0,0,0
2024-11-23,5.3,12.2,-0.2,0.3,"9,333","38,715","80,958","19,474","16,572",0,"65,105","121,439","82,258","44,952"
2024-11-22,7.3,12.6,2.3,0,"10,751","39,705","87,992","19,714","14,606",0,"69,696","106,769","80,000","39,287"
2024-11-21,9,14.7,3.7,0.5,"9,443","40,782","87,223","19,916","15,409",0,"77,200","83,894","77,821","28,825"
2024-11-20,7.1,12.8,1.8,0,"8,749","40,738","87,351","19,300","15,156",0,"72,000","92,388","77,855","26,739"
2024-11-19,5.4,12.1,-1.2,0,"8,725","40,541","70,713","19,509","15,328",0,"74,967","90,594","77,364","25,221"
2024-11-18,3.8,9,-0.5,0.1,"8,837","39,142","77,589","19,119","16,108",0,"77,774","99,825","72,013","24,272"
2024-11-17,10.7,16.5,5,0.3,0,0,0,0,0,0,0,0,0,0
2024-11-16,16.5,22.5,11.8,0.1,"9,432","39,722","87,375","18,984","19,266",0,"77,903","142,067","71,883","40,152"
2024-11-15,14.8,19.6,11.8,0.5,"10,234","39,556","95,791","19,147","16,374",0,"79,556","109,500","73,000","43,314"
2024-11-14,13.5,18.7,8.8,0,"9,974","39,592","103,219","19,143","14,972",0,"78,000","88,927","70,283","43,568"
2024-11-13,12.5,20.1,6.3,0,"8,702","38,941","111,787","19,335","16,057",0,"67,788","73,877","68,549","43,853"
2024-11-12,13.2,20.1,8.3,0.1,"8,357","38,672","84,149","19,370","17,218",0,"82,545","116,108","63,994","41,759"
2024-11-11,12.8,20.6,7.3,0.2,"9,457","39,648","98,296","19,667","17,212",0,"64,000","91,647","68,798","43,429"
2024-11-10,12.7,18.9,8.8,0.1,0,0,0,0,0,0,0,0,0,0
2024-11-9,12,19.3,6.6,1.5,"8,693","37,240","120,417","19,475","20,035",0,"68,179","118,642","66,563","50,433"
2024-11-8,10.5,18.1,4.1,3.3,"10,034","32,609","112,345","22,431","18,557",0,"71,824","81,644","69,459","51,040"
2024-11-7,8,16.7,1,5.7,"9,835","34,109","115,357","22,110","19,986",0,"53,000","104,228","72,500","48,370"
2024-11-6,7.7,14.1,2.6,21.1,"10,232","34,481","102,840","20,398","18,885",0,"63,824","101,609","75,000","40,842"
2024-11-5,10.8,16.2,6.7,0.9,"9,762","32,735","107,176","19,625","20,461",0,"66,552","82,560","73,215","43,231"
2024-11-4,14.5,20.7,9.3,0,"10,325","34,084","120,889","19,828","23,883",0,"69,196","108,484","74,422","54,083"
2024-11-3,15,21.7,10,0.3,0,0,0,0,0,0,0,0,0,0
2024-11-2,16.4,22,12.3,0,"10,984","32,972","100,000","19,575","24,939",0,"62,563","118,593","71,000","48,127"
2024-11-1,13.6,16,11.2,0,"11,260","33,017","90,533","19,928","26,613",0,"65,000","88,835","72,500","41,331"
2024-10-31,14.4,21.8,9,0.1,"11,073","34,141","105,000","20,367","28,024",0,"58,966","104,792","68,807","48,287"
2024-10-30,14.3,21.6,9.4,0,"12,279","34,150","120,000","20,029","22,373",0,"52,174","89,722","68,541","55,758"
2024-10-29,14.7,19.9,10.8,0,"13,327","35,717","66,000","19,844","21,907",0,"47,111","89,328","69,103","52,196"
2024-10-28,14.8,18.4,11.4,0,"12,376","35,299","118,571","19,706","25,525",0,"56,931","80,970","74,477","54,858"
2024-10-27,14.9,18.5,11.7,0.8,0,0,0,0,0,0,0,0,0,0
2024-10-26,16.1,23,10.7,1.5,"13,181","34,937","80,000","19,885","32,465",0,"63,524","115,795","79,141","58,754"
2024-10-25,14.1,21.1,7.5,0.1,"13,721","37,140","80,000","19,492","23,126",0,"72,593","87,486","80,843","56,168"
2024-10-24,12.1,19.6,6.7,0,"16,272","34,900",0,"19,492","18,668",0,"62,571","118,194","80,000","49,904"
2024-10-23,14.4,18.3,9.6,0,"20,718","34,388",0,"19,202","21,508",0,"55,465","100,446","82,860","43,779"
2024-10-22,17,18.9,15.1,0,"19,989","35,560",0,"21,568","22,088",0,"53,769","87,157","84,921","40,468"
2024-10-21,14.9,19.4,10,0,"22,832","33,742",0,"19,177","21,935",0,"74,622","120,099","86,439","39,071"
2024-10-20,13.3,16.6,10.3,0,0,0,0,0,0,0,0,0,0,0
2024-10-19,17.3,22.2,13,0,"21,177","32,547",0,"19,473","23,578",0,"65,595","125,556","82,000","37,863"
2024-10-18,19.3,22.2,15.8,0,"26,649","32,268",0,"19,710","22,386",0,"67,226","110,903","88,000","38,775"
2024-10-17,18.1,23.9,14.2,0,"27,831","33,553",0,"19,049","26,996",0,"79,429","94,413","85,607","46,217"
2024-10-16,18.5,24.1,14.9,0.6,"29,288","35,212",0,"18,393","27,497","36,000","69,880","112,750","87,000","49,926"
2024-10-15,19,21.9,16.7,0.3,"29,061","34,384",0,"18,648","30,057","36,000","73,978","119,130","95,000","63,074"
2024-10-14,18.1,21.1,15.8,0.1,"32,493","32,886",0,"18,962","30,067","36,000","97,726","108,314","92,000","58,463"
2024-10-13,17.2,23.4,10.7,7,0,0,0,0,0,0,0,0,0,0
2024-10-12,16.6,24.3,11.4,16.3,"30,219","34,858",0,"18,979","28,212","36,000","96,500","66,000","77,000","64,821"
2024-10-11,16.8,23.9,12,0,"28,852","35,974",0,"20,776","35,056","36,000","99,587","66,000","74,750","64,614"
2024-10-10,16.8,23.2,12.4,0,"29,153","37,468",0,"19,086","34,889","36,000","97,850","60,000","69,806","81,836"
2024-10-9,17.1,23,12.3,0,"28,906","37,499",0,"19,232","37,148","36,000","97,217","39,000","66,647","63,612"
2024-10-8,16.8,22.6,12.7,1.3,"30,663","36,840",0,"19,409","40,268","36,000","89,556","39,000","66,490","54,676"
2024-10-7,16.4,19.9,13.8,1.3,"30,326","35,754",0,"19,778","46,024","28,000","90,353","39,000","68,000","55,894"
2024-10-6,16.1,19.8,12.6,0,0,0,0,0,0,0,0,0,0,0
2024-10-5,16.4,23.7,10.6,0,"34,389","35,164",0,"20,323","44,593","30,000","91,957","130,000","57,000","60,513"
2024-10-4,15.8,23,10.6,0,"31,859","34,828",0,"19,598","58,547","38,000","93,565","130,000","57,288","65,500"
2024-10-3,14.5,19,10.5,0.8,"31,362","34,037",0,"19,302","48,891","34,917","91,833","130,000","65,000","48,100"
2024-10-2,15.1,20.5,10.9,38.3,"33,025","35,399",0,"18,750","60,101","34,500","78,222","25,000","69,000","48,656"
2024-10-1,18.8,24.2,14.4,3.5,"31,527","33,861",0,"18,759","55,708","35,765","69,524","25,000","74,000","46,790"
2024-9-30,20.4,27.4,14.8,0,"34,299","34,417",0,"19,718","79,466","34,324","69,875","29,278","78,409","52,833"
2024-9-29,21.5,27,17.1,9.2,0,0,0,0,0,0,0,0,0,0
2024-9-28,22.2,27.1,18.2,30.2,"29,463","37,045",0,"19,962","85,599","30,500","64,806","29,278","81,500","65,455"
2024-9-27,22.4,27.9,18.8,0,"33,730","38,931",0,"20,674","75,396","25,050","69,083","29,278","79,110","90,000"
2024-9-26,22.8,28.3,18.8,0.1,"31,502","39,245",0,"21,472","82,707","27,080","70,692","34,000","72,249","45,706"
2024-9-25,21.8,27.7,16.8,6.3,"40,379","38,986",0,"21,712","109,256","24,690","75,588","34,000","72,189","45,706"
2024-9-24,19.7,26.1,14.2,11.9,"38,845","36,010",0,"21,947","131,409","25,775","69,424","34,000","89,280",0
2024-9-23,19.8,24.7,15.6,0,"44,344","34,737",0,"21,894","98,945","30,000","53,068",0,"136,797",0
2024-9-22,20.8,24.3,18.2,0,0,0,0,0,0,0,0,0,0,0
2024-9-21,21.4,24.3,19.3,0,"64,195","36,156",0,"21,502","59,763","30,476","50,827",0,"142,042",0
2024-9-20,25.3,28,22,0.9,"46,310","38,000",0,"21,661","63,588","33,576","32,697",0,"134,706",0
2024-9-19,27.6,32.8,23.8,0.3,0,0,0,0,0,0,0,0,0,0
2024-9-18,27.6,33.2,24.4,2,0,0,0,0,0,0,0,0,0,0
2024-9-17,28.1,33.8,24.4,2.1,0,0,0,0,0,0,0,0,0,0
2024-9-16,26.4,29.8,23.6,1.6,"36,049","38,222",0,"21,413","85,078","18,362","24,309","36,000","113,000",0
2024-9-15,27,31.4,23.5,0,0,0,0,0,0,0,0,0,0,0
2024-9-14,27.2,32.3,23.8,0,"60,977","38,222",0,"21,413","101,878","37,000","71,109","36,000","113,000",0
2024-9-13,27,31.7,23.8,4.7,"45,335","36,500",0,"21,046","159,372","25,761","74,676","36,000","107,020",0
2024-9-12,26,29.4,24.1,0,"42,422","35,499",0,"20,020","123,194","26,469","75,286","36,000","103,127",0
2024-9-11,26.9,32.2,23.8,1.1,"39,299","32,704",0,"19,655","99,256","25,927","68,500","36,000","109,000",0
2024-9-10,27.8,33.9,22.8,0,"37,880","33,975",0,"19,296","93,999","31,770","68,968","36,000","105,000",0
2024-9-9,27.1,32.4,23,0,"33,433","32,363",0,"19,063","94,528","33,459","68,765","36,000","105,000",0
2024-9-8,26.1,31.6,22.2,1,0,0,0,0,0,0,0,0,0,0
2024-9-7,25.1,29.7,22.2,1.2,"29,610","31,958",0,"18,744","121,919","37,691","65,645","92,000","90,000",0
2024-9-6,24.8,28,22.8,0.6,"30,851","33,007",0,"18,923","179,515","36,214","63,452","92,000","107,043",0
2024-9-5,26.1,31.7,20.5,0,"31,657","33,106",0,"18,628","224,567","26,794","58,000","28,000","102,325",0
2024-9-4,24.9,31.2,19.5,0,"29,682","33,042",0,"17,876","281,076","26,253","50,350","28,000","98,374",0
2024-9-3,25.1,29.7,21.2,0.1,"27,555","33,368",0,"18,162","259,192","34,351","49,524","60,000","94,000",0
2024-9-2,24.8,29,21,3.5,"26,842","35,359",0,"18,555","378,056","32,048","47,608","55,000","94,000",0
2024-9-1,25.9,31.6,21.4,117.7,0,0,0,0,0,0,0,0,0,0
2024-8-31,25.9,31.7,21.1,53,"25,473","35,287",0,"18,657","148,543","25,474","49,161","60,750","89,255",0
2024-8-30,27.2,32.8,22.6,1.3,"24,690","31,527",0,"19,741","215,388","22,715","49,880","60,750","95,000",0
2024-8-29,27,31.8,22.9,10.6,"22,518","33,724",0,"19,824","125,080","27,441","42,379","45,000","95,000",0
2024-8-28,26.3,31,21.9,1.4,"23,377","32,973",0,"20,833","110,424","30,069","36,548","45,000","90,000",0
2024-8-27,25.8,29.6,23.1,1.4,"20,244","32,431",0,"20,352","162,251","29,444","33,594","45,000","90,000",0
2024-8-26,27.2,31.8,24,2.3,"21,862","33,911",0,"20,328","187,928","27,732","31,923","45,000","98,000",0
2024-8-25,27.5,32.8,23.8,2.5,0,0,0,0,0,0,0,0,0,0
2024-8-24,27.7,32.9,23.7,2.9,"25,110","35,518",0,"19,216","152,455","28,151","36,255","45,000","118,853",0
2024-8-23,27.8,32.5,24.1,15.9,"24,100","35,312",0,"20,546","273,700","26,073","34,776","50,000","118,853",0
2024-8-22,28.1,32,25.3,15.1,"24,550","35,028",0,"18,947","318,385","26,830","33,800","46,000","113,000",0
2024-8-21,27.9,30.9,25.8,0.2,"19,900","33,192",0,"19,675","228,305","26,394","36,322","46,000","122,000",0
2024-8-20,28.6,33.2,25.3,0,"19,205","35,471",0,"19,566","212,685","25,867","35,227","46,000","120,000",0
2024-8-19,28.6,33.8,24,0.2,"21,488","34,573",0,"20,441","210,293","26,522","33,991","46,000","96,000",0
2024-8-18,27.8,33.3,23.9,1.5,0,0,0,0,0,0,0,0,0,0
2024-8-17,27.8,33.5,23.9,6,"29,430","32,464",0,"19,722","143,023","28,784","35,639","65,000","79,500",0
2024-8-16,27.7,33.1,23.6,0.9,"27,136","34,793",0,"19,821","227,259","30,914","45,453","65,000","79,500",0
2024-8-15,27.9,33.5,23.9,0,"24,410","32,433",0,"19,061","95,838","27,391","43,974","65,000","73,000",0
2024-8-14,28.3,33.8,23.6,0.3,"27,687","31,196",0,"21,512","89,343","24,161","47,952","65,000","77,000",0
2024-8-13,28.3,33.9,24.1,1.6,"21,951","32,377",0,"19,708","90,958","24,313","42,000","42,000","74,000",0
2024-8-12,28.4,34,24.1,0,"25,173","34,773",0,"20,028","91,439","27,919","41,780","42,000","74,563",0
2024-8-11,28.4,33.4,24.2,0,0,0,0,0,0,0,0,0,0,0
2024-8-10,28.1,33.4,23.9,0.3,"24,888","34,471",0,"19,652","71,054","24,623","36,184","47,667","76,000",0
2024-8-9,28,33.5,23.7,3.5,"23,960","32,105",0,"19,881","74,261","31,407","42,829","47,667","76,000",0
2024-8-8,27.5,32.1,24.4,0.3,"21,142","31,620",0,"19,776","74,602","43,461","43,909","47,667","74,500",0
2024-8-7,28.5,33.8,24.5,4.6,"20,607","33,230",0,"19,661","68,422","45,086","43,683","47,667","71,903",0
2024-8-6,27.7,33.1,23.9,3.9,"16,241","33,971",0,"19,499","62,352","43,923","42,833","80,000","74,949",0
2024-8-5,28,33.7,24.4,1,"17,693","34,915",0,"20,331","65,492","42,356","33,968","80,000","76,000",0
2024-8-4,29.2,34.5,25.3,0.3,0,0,0,0,0,0,0,0,0,0
2024-8-3,29.8,34.8,26.2,0.5,0,0,0,0,0,0,0,0,0,0
2024-8-2,29.5,34,26.2,4.6,"17,511","37,346",0,"20,449","56,993","44,750","41,622","23,000","78,500",0
2024-8-1,29.2,33.4,25.6,21.5,"17,568","32,555",0,"20,869","48,827","36,818","33,696","23,000","79,000",0
2024-7-31,28.8,33.6,24.9,11.5,"14,541","34,577",0,"20,100","50,425","31,843","30,923","23,000","76,500",0
2024-7-30,28.3,32.4,25.2,0.1,"13,945","36,325",0,"19,284","64,963","32,828","31,788","23,000","78,400",0
2024-7-29,28.4,31.8,25.4,1,"16,032","34,716",0,"19,216","46,572","36,848","32,937","140,000","77,000",0
2024-7-28,29,33.1,25.7,2.6,0,0,0,0,0,0,0,0,0,0
2024-7-27,28.1,32,25.6,2.7,"17,435","32,704",0,"18,937","47,093","35,987","32,260","140,000","77,000","28,828"
2024-7-26,27.9,32.2,24.8,2.4,"13,723","31,801",0,"18,831","40,209","37,000","30,784","140,000","77,000","28,828"
2024-7-25,28.3,33.1,24.8,0.7,"13,672","34,909",0,"19,547","40,377","40,145","26,671","140,000","71,000","28,828"
2024-7-24,27.4,31.7,24.4,1.1,"16,541","33,169",0,"19,729","34,830","40,387","23,000","45,000","74,500","28,828"
2024-7-23,27.5,30.1,25.3,0.4,"15,353","30,270",0,"19,946","39,670","40,053","22,377","45,000","73,500","28,828"
2024-7-22,28.2,31.3,25.2,0.1,"14,502","33,191","8,000","19,566","48,843","39,808","19,826","45,000","81,000","28,828"
2024-7-21,27.5,31.5,24.1,0.5,0,0,0,0,0,0,0,0,0,0
2024-7-20,26.3,30.4,22.7,0.1,"14,044","36,242","8,000","18,656","44,018","36,500","20,024","70,000","78,500","28,828"
2024-7-19,25.6,29.5,23.2,3.6,"16,819","34,049","8,000","18,479","48,469","32,395","21,143","70,000","78,500","28,828"
2024-7-18,25.7,27.9,23.8,1.2,"12,861","32,467","8,000","19,001","54,212","35,333","19,796","70,000","78,500","28,828"
2024-7-17,25.9,29.5,22.9,3.6,"12,618","33,924","8,000","19,764","54,305","37,194","22,000","58,650","77,000","29,926"
2024-7-16,24.5,27.8,22.4,14.1,"10,729","33,176","8,000","20,039","52,098","37,618","23,623","58,650","79,000","29,926"
2024-7-15,25,28.7,22.3,0.9,"11,089","35,366","8,000","19,386","53,974","27,960","24,942","70,673","77,417","31,676"
2024-7-14,24.4,27.4,22.1,0.1,0,0,0,0,0,0,0,0,0,0
2024-7-13,25,29.7,21.2,0.4,"12,781","34,205",0,"19,201","40,285","24,776","23,841","61,067","68,000","28,212"
2024-7-12,24.8,30,21.3,0,"12,781","30,826",0,"17,286","48,120","26,500","23,382","61,067","76,000","29,272"
2024-7-11,24.1,27.9,21.3,0,"14,337","31,865",0,"16,782","43,682","22,926","21,452","58,529","75,000","27,759"
2024-7-10,24.2,28,21.5,0.1,"11,290","33,158",0,"16,178","46,645","29,800","20,274","58,529","76,000","27,759"
2024-7-9,24,26.3,22.5,0.1,"13,152","34,794",0,"17,250","43,109","32,950","20,602","58,529","75,988","27,500"
2024-7-8,24.8,26.5,23.5,0,"10,549","31,375",0,"16,876","43,619","30,000","20,888","74,895","76,500","27,260"
2024-7-7,25.7,28.5,23.5,8,0,0,0,0,0,0,0,0,0,0
