date,avg temp,max temp,min temp,rainFall,cabbage,potato,apple,onion,cucumber,pepper,paprika,spinach,tomato,lettuce
2023-05-12,16.9,23.5,10.2,0.2,7382 ,69152,0 ,1088 ,18379 ,20822,23507,15620,11489,15531
2023-05-11,16.9,24.3,9.8,0,7699 ,67830,0 ,1091 ,16632 ,14763,18842,15030,11501,15618
2023-05-10,16.9,25,9.2,0,7578 ,66967,0 ,1217 ,15324 ,14704,19475,15593,11106,14272
2023-05-09,15.8,24.4,6.7,0,8170 ,66228,0 ,1357 ,15515 ,16353,19545,14936,11457,13331
2023-05-08,13.2,21.1,5.1,0,8816 ,68450,0 ,1403 ,15275 ,15063,20711,15552,10932,12168
2023-05-07,11.5,14.6,7.7,2.2,0,0,0,0,0,0,0,0,0,0
2023-05-06,13.8,18,11.4,33.2,15195 ,67893,0 ,1584 ,13189 ,15752,23608,15463,10430,14398
2023-05-05,18.4,20.6,15.7,63.3,9959 ,66440,0 ,1301 ,16534 ,15013,20452,15602,9785,19473
2023-05-04,18.4,22.9,14.1,10.1,10297 ,64643,0 ,1065 ,19877 ,14085,19152,16347,9753,26046
2023-05-03,17.5,24,10.5,0.3,11301 ,64212,0 ,998 ,20980 ,14141,16906,14392,9430,17617
2023-05-02,15.4,23.9,6.1,0,9926 ,64426,0 ,1008 ,22016 ,12250,16563,14079,9624,13660
2023-05-01,14.2,20.9,8.2,0.1,8557 ,64688,0 ,979 ,25831 ,11366,17251,13930,9716,13011
2023-04-30,13.7,19.9,7.1,0.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-04-29,14.4,18.6,10,8.8,8753 ,65374,0 ,903 ,30258 ,10889,16554,13100,9875,13961
2023-04-28,15.8,22.6,6.5,0.2,9198 ,64708,0 ,877 ,28155 ,12047,16677,11633,10291,13450
2023-04-27,12.1,20.8,2.8,0,10882 ,65206,0 ,855 ,25923 ,14576,18524,12240,10674,12996
2023-04-26,10,15.6,5,0.1,9356 ,65568,0 ,771 ,21608 ,18270,18781,11961,10337,14039
2023-04-25,9.3,11.5,6.7,4,8554 ,64124,0 ,724 ,17901 ,20171,20819,11176,10339,14056
2023-04-24,13,17.3,8.9,0.1,7918 ,63325,0 ,723 ,17095 ,20020,20697,10732,10389,12190
2023-04-23,13.6,19.2,7.9,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-04-22,14.4,20.1,9.2,0,6882 ,65476,0 ,741 ,16790 ,19466,20597,10038,11113,12958
2023-04-21,15.9,21.5,11.3,0,8263 ,70687,0 ,1027 ,19075 ,18394,19411,10345,11336,12367
2023-04-20,18.8,24.9,13.5,0,8210 ,75785,0 ,1095 ,19663 ,18146,22946,10442,11199,12574
2023-04-19,17.4,23.6,12.3,0.3,7907 ,77123,0 ,1135 ,19527 ,18968,24349,11142,10735,14657
2023-04-18,14.6,17.9,11.3,2.2,8262 ,75938,0 ,1258 ,19610 ,20916,24748,11465,10602,15213
2023-04-17,12.2,19.2,3.9,0,8589 ,78503,0 ,1327 ,21138 ,20051,26340,12086,10460,16999
2023-04-16,10.2,16.3,6.1,0.7,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-04-15,12,16.8,7.9,3.1,8805 ,80309,0 ,1407 ,26234 ,17702,29449,10707,11019,16831
2023-04-14,13.9,19.9,7.8,2.3,8273 ,81499,0 ,1384 ,28307 ,18448,23906,11098,10819,16850
2023-04-13,12.6,21.4,3.2,0,8426 ,82981,0 ,1431 ,23687 ,19475,23189,11272,9603,14048
2023-04-12,11.4,17.7,5.3,0,8830 ,81579,0 ,1606 ,23252 ,18144,22456,10435,10810,14820
2023-04-11,14.8,20.6,8.5,1.6,8510 ,78505,0 ,1745 ,23856 ,18065,26181,10849,11543,13788
2023-04-10,12.6,20.4,3.6,0,8090 ,69993,0 ,1723 ,24221 ,17884,27813,9892,12076,11952
2023-04-09,10.4,18.6,1.8,0,0,0,0,0,0,0,0,0,0,0
2023-04-08,8.4,15.1,1.4,0,9157 ,72241,0 ,1594 ,23394 ,15477,25011,9698,12160,12433
2023-04-07,9.7,15.9,4.9,1.1,10624 ,84076,0 ,1557 ,17734 ,14576,22812,10264,13286,12666
2023-04-06,10.3,12.9,8.3,3.4,9689 ,74955,0 ,1720 ,19181 ,17017,23222,11578,13952,13634
2023-04-05,13.4,16.1,10.4,32.2,8842 ,86332,0 ,1587 ,21592 ,22743,22067,12481,13402,15617
2023-04-04,14.6,20.6,8.8,5.9,10055 ,93338,0 ,1430 ,24763 ,27499,23225,11487,15212,15717
2023-04-03,14.4,22.1,6.1,0,9082 ,91647,0 ,1344 ,26783 ,22467,18893,9807,14967,15974
2023-04-02,14.4,21.7,6.6,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,14.2,23.3,5.1,0,7619 ,81168,0 ,1082 ,29551 ,17123,18265,8808,15794,13613
2023-03-31,13.7,23,5,0,6700 ,77351,0 ,1143 ,27567 ,15858,21847,9863,16554,11978
2023-03-30,12.9,22.1,3.6,0,6098 ,78727,0 ,1331 ,26752 ,15983,23774,10018,17662,12716
2023-03-29,10.6,19.6,1.9,0,6471 ,84831,0 ,1532 ,30072 ,16579,27415,10058,16599,11598
2023-03-28,8.5,16.6,0.3,0,7056 ,90154,0 ,1574 ,29120 ,17189,30404,9748,17207,12092
2023-03-27,7.2,14.4,0.5,0,6986 ,95873,0 ,1730 ,25803 ,16864,28935,9900,16560,10639
2023-03-26,9.3,15.1,4.2,0.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-03-25,9.8,13.4,7,0.2,5829 ,88642,0 ,1923 ,28194 ,17699,35050,8961,15894,11578
2023-03-24,10.4,14.1,7.3,1.7,6812 ,71943,0 ,1676 ,29085 ,17807,33337,9002,16455,12071
2023-03-23,14,17.7,10.7,16.7,6802 ,67979,0 ,1444 ,30622 ,19463,32558,9577,17750,14186
2023-03-22,14.6,21.9,6.4,1.4,7507 ,77601,0 ,1282 ,31742 ,22309,35645,9928,16770,13613
2023-03-21,12.5,21.1,4.7,0,6881 ,85722,0 ,1321 ,32366 ,24334,39196,9861,16553,12027
2023-03-20,9.2,17.7,0.8,0,6617 ,87776,0 ,1256 ,31644 ,23492,34732,8971,17655,9783
2023-03-19,8.1,16.3,0.7,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-03-18,8.7,15.2,3.6,0,7707 ,96052,0 ,1211 ,33439 ,26142,35839,8146,16369,9597
2023-03-17,7.4,12.4,2.2,0,6892 ,87628,0 ,1475 ,33525 ,30865,28304,8945,16081,10833
2023-03-16,7.3,13.1,2.4,0,6507 ,81458,0 ,1580 ,33164 ,37078,34972,9058,16180,9852
2023-03-15,11.2,19.3,2.7,0,6691 ,64316,0 ,1631 ,34482 ,33753,37528,9085,13292,8438
2023-03-14,8.1,16,0.4,0,6673 ,68663,0 ,1759 ,36190 ,30348,36843,9448,13920,10630
2023-03-13,3.5,9.1,-1.7,0,7024 ,68729,0 ,1715 ,31333 ,28730,34740,10258,12429,11206
2023-03-12,7.2,14.5,1.1,8.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-03-11,13.8,22.3,5.9,0,7122 ,68517,0 ,1740 ,29333 ,29071,34090,8508,11523,11570
2023-03-10,11.9,21.6,3.2,0,6544 ,63163,0 ,1706 ,26003 ,27000,33773,9859,13110,14916
2023-03-09,12.2,19,6.1,0.3,6879 ,66789,0 ,1716 ,31759 ,28684,34819,10391,13925,17693
2023-03-08,12.4,19.6,4.9,0.2,7878 ,75429,0 ,1751 ,33544 ,26800,33299,11765,14020,19649
2023-03-07,11.2,19.6,3,0,8905 ,83847,0 ,1762 ,35884 ,28846,37774,11378,14390,26694
2023-03-06,8.1,16.9,-0.4,0,7334 ,82999,0 ,1812 ,33253 ,27207,37681,10940,16885,25184
2023-03-05,6.8,15.5,-0.7,0,0,0,0,0,0,0,0,0,0,0
2023-03-04,6.1,14.4,-0.4,0,7351 ,86817,0 ,1824 ,40729 ,30591,37005,10982,17105,25195
2023-03-03,4.3,12.3,-3.6,0,7037 ,68292,0 ,1834 ,44840 ,34000,39814,10526,19036,28665
2023-03-02,2.7,7.4,-1.7,0,6963 ,68092,0 ,1854 ,45809 ,38844,43480,10815,19210,30345
2023-03-01,6.7,11.5,2.9,0,6167 ,63944,0 ,1841 ,45159 ,40034,37019,10558,18528,33513
2023-02-28,6,13.8,-2.3,0,6070 ,66596,0 ,1818 ,44819 ,41978,35747,10964,19876,19992
2023-02-27,4,13.7,-4.6,0,6532 ,62939,0 ,1736 ,34291 ,35732,31654,12511,21669,18097
2023-02-26,1.6,9.8,-5.5,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-02-25,1.1,6.5,-3.5,0.5,6072 ,65154,0 ,1657 ,49012 ,44383,29431,11513,20299,17542
2023-02-24,4.4,10.7,-0.1,0.1,5550 ,61174,0 ,1587 ,44999 ,45792,28193,11726,20582,17878
2023-02-23,4.5,10.6,-0.6,0.3,5919 ,60841,0 ,1582 ,49880 ,46000,30668,10861,22786,16564
2023-02-22,2,9.3,-6.1,0.2,6020 ,59029,0 ,1568 ,52099 ,41000,33308,10397,21779,16087
2023-02-21,-1.2,5,-6.6,0,5686 ,58294,0 ,1573 ,48302 ,37639,36039,9500,21878,17343
2023-02-20,0.5,5.9,-3.8,0,6399 ,58911,0 ,1584 ,44674 ,35098,33039,9707,21323,18819
2023-02-19,4.7,8.6,-0.2,0.5,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-02-18,5.9,8.6,3.1,0.7,5836 ,58502,0 ,1592 ,50890 ,31008,31605,9744,20480,18769
2023-02-17,3.4,9.1,-2.2,0.2,5743 ,56883,0 ,1589 ,55378 ,35000,28836,12102,18794,17743
2023-02-16,2.5,7.2,-1.6,0,6201 ,57207,0 ,1572 ,62354 ,38195,29389,13137,17384,16676
2023-02-15,2.1,5.9,-1.3,1,6994 ,56277,0 ,1505 ,49195 ,49324,30155,12637,16268,17718
2023-02-14,2.4,7.2,-1.3,0.4,6182 ,58161,0 ,1495 ,43839 ,45404,32428,11119,15153,18280
2023-02-13,5.4,8.7,2.5,1,5520 ,51892,0 ,1473 ,41614 ,33881,31325,11339,15441,18908
2023-02-12,3.3,8.2,-2.4,0.5,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-02-11,2.1,8.1,-2.3,0,6315 ,44472,0 ,1409 ,39272 ,30932,32771,11762,13526,20674
2023-02-10,3.4,7.9,-0.1,7.7,5376 ,51907,0 ,1417 ,36972 ,26572,34071,13118,14760,19477
2023-02-09,3.2,9.8,-4.2,2.1,5039 ,50105,0 ,1388 ,36788 ,26191,30388,12764,15555,18894
2023-02-08,2.2,9.5,-3.4,0,4714 ,48985,0 ,1394 ,35096 ,28678,36562,13073,16276,20840
2023-02-07,3,10.9,-2.8,0,5049 ,56204,0 ,1422 ,35746 ,31856,45446,13531,17029,22903
2023-02-06,2.1,10.2,-5.3,0,4768 ,55786,0 ,1434 ,35773 ,29265,47923,13147,16165,23740
2023-02-05,0.2,8.2,-6.5,0,0,0,0,0,0,0,0,0,0,0
2023-02-04,-0.6,5.9,-6.1,0,4388 ,59209,0 ,1435 ,39242 ,29678,54673,12532,15582,22771
2023-02-03,-0.2,5.5,-4.1,0,4270 ,54884,0 ,1414 ,50238 ,27069,51857,15318,14770,22170
2023-02-02,-0.9,4.4,-5.1,0,4759 ,52936,0 ,1487 ,57646 ,23326,53030,17250,15747,21094
2023-02-01,3,9.1,-2.4,0,5321 ,58686,0 ,1484 ,61329 ,23123,50656,13888,12189,18963
2023-01-31,1.1,8.9,-6.9,0,6388 ,57914,0 ,1474 ,59864 ,25349,53178,12802,12088,19996
2023-01-30,-0.7,4.7,-5.5,0,6347 ,62230,25111 ,1490 ,59748 ,31685,52736,12900,10526,18204
2023-01-29,-1,4.6,-8,0.2,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-01-28,-5.1,-0.1,-11,0.1,5913 ,59014,25111 ,1499 ,46911 ,39143,50486,14838,9861,24090
2023-01-27,-5.1,-1.2,-8.9,0,5924 ,52233,25111 ,1482 ,48358 ,32715,57984,15743,9654,28084
2023-01-26,-4.6,-0.4,-11,0.4,5014 ,43223,25111 ,1512 ,44220 ,27432,58454,14899,9384,25125
2023-01-25,-10.2,-3.9,-16,0,5014 ,47287,25111 ,1421 ,39475 ,22378,41750,10560,11713,25354
2023-01-24,-9.8,-1.2,-13.3,0.2,0,0,0,0,0,0,0,0,0,0
2023-01-23,1.3,7.6,-4.4,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-01-22,-0.4,4.1,-4.9,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-01-21,-3.8,2.5,-9.4,0,3936 ,52365,25111 ,1385 ,50795 ,30264,44723,11681,9760,16688
2023-01-20,-0.8,4.2,-6.3,0.2,3936 ,52365,25111 ,1385 ,70912 ,30264,45112,15648,13583,21031
2023-01-19,-0.4,5.3,-6.3,0.1,3839 ,54897,35813 ,1359 ,74448 ,29106,45994,15265,14306,28831
2023-01-18,-1,4,-4.8,0,4031 ,54750,19005 ,1345 ,65060 ,26331,43767,12000,12936,28551
2023-01-17,-2.3,2.3,-6.6,0,3985 ,50914,19609 ,1328 ,55464 ,28985,50283,10800,12740,20129
2023-01-16,-2.3,1.4,-5.6,0,4219 ,51408,19100 ,1331 ,51221 ,26967,43974,10810,11899,21532
2023-01-15,1.6,4.7,-1.4,3.7,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2023-01-14,6.9,9.5,4.4,3.6,4103 ,56280,18172 ,1350 ,47725 ,25121,44737,12235,11507,29640
2023-01-13,9.6,12.8,5.7,28.9,4240 ,54247,23604 ,1339 ,47927 ,25661,41906,11545,13009,33333
2023-01-12,5.4,14.3,-2.7,0.7,4094 ,51979,21579 ,1353 ,45187 ,25414,44445,11178,15584,31751
2023-01-11,2.6,11.2,-3.4,0,3889 ,48115,22772 ,1359 ,45499 ,25127,37072,10629,10299,33014
2023-01-10,1.4,9.4,-4.9,0,3753 ,46918,22417 ,1379 ,39786 ,25076,51016,10911,10137,33664
2023-01-09,3.1,9.9,-2.3,0,3673 ,47789,24066 ,1378 ,37203 ,25000,40301,11251,10087,35946
2023-01-08,0.8,7.9,-5,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,2.2,6,-2.3,0.9,3934 ,51018,25598 ,1372 ,34732 ,27810,34403,10813,8692,40349
2023-01-06,0.8,7.4,-5,1.4,4120 ,54519,31443 ,1402 ,35226 ,24399,32539,10763,8356,35799
2023-01-05,-0.8,6,-6.4,0,4199 ,54417,24789 ,1393 ,35738 ,24399,30035,10523,8299,35303
2023-01-04,-1.6,5.1,-7.4,0,4200 ,59026,16323 ,1430 ,39729 ,27041,28103,10289,7802,41601
2023-01-03,-3.1,3.3,-8.3,0,4382 ,51993,0 ,1448 ,44469 ,26364,29619,11146,8960,54516
2023-01-02,-2.3,2.7,-6.2,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,0.4,6.3,-4.6,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-12-31,-0.9,4.3,-5.9,0,3814 ,37382,0 ,1429 ,48190 ,23680,23626,10527,8615,62174
2022-12-30,-1.2,4,-5.7,0,3717 ,52297,0 ,1372 ,52080 ,24151,22427,11371,10168,41654
2022-12-29,-2.5,3,-7.5,0,4389 ,54963,0 ,1412 ,45655 ,24920,30906,10657,9714,40618
2022-12-28,-1.6,3.3,-5.7,0,4660 ,52417,0 ,1418 ,43132 ,31427,25669,9135,8506,36057
2022-12-27,-2.3,4.8,-8.2,0,5163 ,52220,0 ,1437 ,39781 ,28849,24294,8472,9269,41529
2022-12-26,-3.5,3.1,-8.8,0,6206 ,51297,0 ,1495 ,39785 ,16763,22341,8660,8707,35009
2022-12-25,-4.2,2.6,-10.3,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-12-24,-6.8,-0.9,-11.7,0,4730 ,51423,0 ,1396 ,39035 ,13661,15084,7053,7382,28178
2022-12-23,-7.6,-4.8,-9.7,1.8,4586 ,56754,0 ,1419 ,39032 ,16435,16311,7458,8098,26378
2022-12-22,-4.4,0.8,-8.1,1.8,4711 ,53219,0 ,1430 ,42000 ,16666,19974,8360,7529,31719
2022-12-21,0.8,3.8,-2.1,5.2,5183 ,53307,0 ,1431 ,39789 ,15357,17933,8609,7487,32074
2022-12-20,-2.2,4.4,-8.8,0,4838 ,50689,0 ,1411 ,41588 ,14381,19328,7884,7538,27515
2022-12-19,-5.4,0.6,-11.4,0.1,6352 ,43535,0 ,1415 ,38945 ,14433,13988,7841,8902,24238
2022-12-18,-7.5,-3.3,-11.3,0.6,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-12-17,-4.6,-0.2,-8.5,1.1,4823 ,44125,0 ,1374 ,37060 ,14477,12906,6512,7550,22700
2022-12-16,-2.3,1.3,-5.5,0,3959 ,40481,0 ,1384 ,41495 ,16190,14550,6176,8618,20606
2022-12-15,-2.2,3.5,-9,1,3154 ,40479,0 ,1371 ,40700 ,15033,12906,6425,7941,20553
2022-12-14,-5.4,-1,-8.5,0.4,3845 ,40408,0 ,1390 ,39248 ,14346,15080,6959,8324,26294
2022-12-13,2.9,6.2,-1.7,1.8,4281 ,43170,0 ,1415 ,36434 ,13000,15672,5825,8400,25734
2022-12-12,2.4,7.7,-3,0.8,4651 ,42108,0 ,1434 ,35577 ,11143,14545,5642,9129,21954
2022-12-11,2.3,8.6,-2.4,0.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-12-10,2.8,7.8,-2,0,4337 ,40338,0 ,1443 ,33622 ,11085,14496,5161,8643,20271
2022-12-09,3.6,10.6,-1.4,0,4479 ,43832,0 ,1429 ,32193 ,11198,14047,5791,9582,15438
2022-12-08,3.5,10.6,-1.7,0,4039 ,42936,0 ,1446 ,37490 ,12646,14760,5781,9727,13320
2022-12-07,4.1,9.3,-0.5,0.1,3748 ,41092,0 ,1459 ,32356 ,13491,17029,5866,9789,14079
2022-12-06,0.6,6.1,-5.4,0.3,3921 ,40110,0 ,1467 ,31945 ,13723,17367,6741,8499,15828
2022-12-05,-0.8,4,-4.3,0,4523 ,41426,0 ,1477 ,30431 ,12104,17310,6926,7902,13729
2022-12-04,0.8,4.5,-2,0,0,0,0,0,0,0,0,0,0,0
2022-12-03,3.2,8.1,-2.5,0.2,5513 ,42443,0 ,1469 ,24602 ,11261,16999,5192,6297,13051
2022-12-02,-1.3,4.3,-6,0,4967 ,40804,0 ,1377 ,29001 ,10500,15610,4936,6779,10114
2022-12-01,-2.6,1.6,-5.9,0,4540 ,39510,0 ,1376 ,29844 ,10113,15077,6532,8407,8735
2022-11-30,-1.6,3.9,-4.3,0,5084 ,40153,0 ,1381 ,32444 ,11083,16667,6651,8465,12682
2022-11-29,10.4,15.8,3.8,11,4829 ,42115,0 ,1423 ,30403 ,12832,17317,6980,6739,12929
2022-11-28,11.1,16.1,3.9,15.8,4759 ,43320,0 ,1409 ,28537 ,13992,14564,7152,8109,10391
2022-11-27,6.2,14.3,-0.8,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-11-26,9,15.4,2.4,0.1,5945 ,39090,0 ,1409 ,24825 ,15018,13140,5253,7492,7723
2022-11-25,9.5,17.4,2.2,0.2,5968 ,44949,0 ,1406 ,22228 ,12237,13393,4736,8689,8517
2022-11-24,8,15.3,3.6,0,5171 ,42113,0 ,1425 ,24396 ,12312,11691,4714,9323,9157
2022-11-23,10.9,16.3,5.6,2.8,4846 ,41823,0 ,1468 ,21662 ,11643,12352,5862,10315,10446
2022-11-22,10.7,14.5,7.3,6.8,3787 ,41342,0 ,1492 ,23209 ,11000,11481,6727,11493,11376
2022-11-21,10.7,18,5.1,0,4618 ,41432,0 ,1515 ,20859 ,11000,11908,7512,14153,9780
2022-11-20,11.5,17.9,7.1,0.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-11-19,10.7,18.4,3.9,0,5715 ,40937,0 ,1459 ,24511 ,11843,11785,7545,13710,8034
2022-11-18,8.9,18.2,2.1,0,6588 ,39504,0 ,1406 ,22313 ,12320,13974,6851,15783,8430
2022-11-17,8.5,16.1,3.5,0,5306 ,42881,0 ,1406 ,25893 ,13107,13173,7186,16028,8046
2022-11-16,8.5,14.7,4.1,0.4,4886 ,40633,0 ,1415 ,20677 ,14204,14352,7791,15953,8848
2022-11-15,7.9,13.7,2.6,0.6,5151 ,43226,0 ,1410 ,21970 ,14000,14231,8200,15594,10535
2022-11-14,9.9,14.2,6.2,0,6042 ,41870,0 ,1455 ,19588 ,12438,12761,7687,15097,11095
2022-11-13,12.6,18.8,9.5,10.9,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-11-12,16,22.4,8.6,12.9,6519 ,41662,0 ,1464 ,19590 ,12346,12990,6457,15565,8641
2022-11-11,13.4,21.1,7.4,0,6243 ,43302,0 ,1511 ,20492 ,12306,10489,6705,16355,8572
2022-11-10,11.8,19.9,5.5,0,5774 ,41322,0 ,1501 ,21242 ,13028,11666,7820,15083,9938
2022-11-09,10.2,18.1,3.6,0,5420 ,42259,0 ,1491 ,20877 ,15054,12973,8584,14076,10672
2022-11-08,10.4,18.5,4.4,0,5342 ,41922,0 ,1465 ,21203 ,15294,14464,9234,13846,11186
2022-11-07,9.1,17.2,2.1,0,6272 ,41667,0 ,1488 ,19175 ,18133,15462,11249,14579,11486
2022-11-06,7.6,15.9,0.8,0,0,0,0,0,0,0,0,0,0,0
2022-11-05,6.3,14.2,-0.3,0,6369 ,39104,0 ,1484 ,17919 ,18038,15969,9056,14121,10588
2022-11-04,6.9,12.1,2.5,0,6165 ,40170,0 ,1476 ,17486 ,19650,17323,8944,14257,7317
2022-11-03,10.2,17.2,3.7,0,6179 ,39880,29633 ,1496 ,18725 ,20588,15139,10353,13482,8605
2022-11-02,10.7,19.3,5,0,5509 ,40043,29633 ,1499 ,19567 ,20256,15556,11641,13082,11305
2022-11-01,12.4,19.9,6.7,0,6027 ,41123,29633 ,1469 ,18975 ,20524,15956,13091,14279,13536
2022-10-31,12.6,19.4,7.7,0,6599 ,40385,29633 ,1508 ,15600 ,24057,14356,14578,14478,11761
2022-10-30,12.7,19.3,7.4,0.3,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-10-29,12.8,19.7,7.7,0.1,6833 ,40003,29633 ,1536 ,14686 ,24178,16620,13915,15723,11726
2022-10-28,12.3,19.5,6.4,0.9,7393 ,38508,29633 ,1492 ,15362 ,20000,14602,13322,15661,12778
2022-10-27,12.6,20.3,6.8,0.6,7644 ,39677,0 ,1465 ,16332 ,16624,15059,14173,14995,14628
2022-10-26,11,18.5,4,0,7837 ,37783,0 ,1532 ,16326 ,17626,14104,14047,15527,15865
2022-10-25,9.4,16.4,3.3,0.1,8035 ,37892,0 ,1551 ,15828 ,17391,14521,14333,15656,18975
2022-10-24,9.8,15.3,5.2,1.3,8173 ,37258,0 ,1549 ,14964 ,18013,15578,14224,15651,16460
2022-10-23,13.3,19.1,8.6,1.6,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-10-22,15.1,21.8,10.1,0,8362 ,36807,0 ,1495 ,17346 ,17960,14403,13461,16321,12199
2022-10-21,13.2,19.8,6.5,0,7534 ,37716,0 ,1449 ,19766 ,15335,17817,15198,19485,13842
2022-10-20,10.9,20.2,2.9,0,7862 ,37349,0 ,1416 ,21845 ,15865,16870,16354,21807,16311
2022-10-19,9,16.9,2.5,0,7982 ,39228,0 ,1421 ,26657 ,17745,19867,16563,23372,15801
2022-10-18,9,15.4,3.8,0,7844 ,39308,0 ,1435 ,31493 ,18115,22709,17015,23302,17833
2022-10-17,13.3,18.1,7.5,0,8111 ,38710,0 ,1498 ,36806 ,20488,19272,16394,21620,19816
2022-10-16,17,22.4,12.8,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-10-15,16.8,23.8,11.4,0,11166 ,39735,0 ,1527 ,50116 ,19962,22447,18587,21357,24665
2022-10-14,15.3,22.3,9.7,0,9354 ,38292,0 ,1572 ,45987 ,20791,18362,16090,18167,20233
2022-10-13,14.7,22,9.1,0,10161 ,37831,0 ,1621 ,37893 ,20218,16400,16446,17536,15730
2022-10-12,12.5,20.5,5.7,0,10189 ,37995,0 ,1631 ,30806 ,18715,16864,14577,16198,14030
2022-10-11,11.9,17.8,7.7,0.1,11965 ,36736,0 ,1639 ,29335 ,14863,17355,14091,16279,14345
2022-10-10,11.4,14.7,9.1,2.5,13110 ,36726,0 ,1616 ,19063 ,16169,15108,16928,18661,14841
2022-10-09,13.5,16.1,11.2,8.2,0,0,0,0,0,0,0,0,0,0
2022-10-08,14.6,20.5,9.4,0,12389 ,36344,0 ,1586 ,14617 ,16077,19584,20966,25124,14421
2022-10-07,14.9,18.8,11.6,2.4,14644 ,36471,0 ,1538 ,16683 ,23060,24261,18235,33532,12618
2022-10-06,15.9,20.1,13.2,3.8,12647 ,36017,0 ,1487 ,18841 ,22428,26459,15556,35440,11010
2022-10-05,15.7,19.9,13.5,2.6,19842 ,37548,0 ,1472 ,17926 ,20974,28160,15982,36705,12274
2022-10-04,19.2,24.2,15,31.1,23144 ,37293,0 ,1463 ,18766 ,20043,29055,18140,40544,13994
2022-10-03,22.7,26,19.2,18.7,24334 ,38690,0 ,1474 ,22272 ,19193,30246,20184,36787,12491
2022-10-02,20,25.4,14.4,3.3,0,0,0,0,0,0,0,0,0,0
2022-10-01,19.4,28.1,12.3,0,16630 ,37534,0 ,1471 ,26213 ,17353,33093,22048,40743,11505
2022-09-30,18.9,27.6,12.7,0,17335 ,36111,0 ,1477 ,32255 ,17010,38422,23198,42424,13289
2022-09-29,18.6,26.4,13.5,0,18705 ,35722,0 ,1468 ,40667 ,18170,40446,24557,38902,14076
2022-09-28,18.4,24.8,13.5,0,19068 ,36951,0 ,1465 ,44336 ,19268,51754,24183,28665,17062
2022-09-27,18.7,26.3,13.2,0,19630 ,37998,0 ,1455 ,49011 ,18775,44261,23261,23414,19363
2022-09-26,17.8,23.4,13.9,0,22773 ,37399,0 ,1435 ,45406 ,19117,47275,25301,19777,19010
2022-09-25,17.6,23.1,13.5,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-09-24,17.3,23.9,11.3,0,21941 ,36419,0 ,1429 ,44201 ,18133,46082,26128,19961,18915
2022-09-23,18,24.9,13.2,0.4,23635 ,37025,0 ,1389 ,43527 ,16000,39941,26875,23624,17278
2022-09-22,17.7,24,11.4,0,25602 ,36978,0 ,1406 ,29892 ,15239,39488,27620,22534,15837
2022-09-21,17,23.4,11.7,0,26170 ,38123,0 ,1417 ,20540 ,12818,41743,25959,19449,17211
2022-09-20,18.2,23,14.1,0,30337 ,39405,0 ,1409 ,19892 ,12802,43478,23689,15876,19252
2022-09-19,23.5,28,17.9,6.6,29988 ,38787,0 ,1422 ,17787 ,13182,36344,24521,14396,14499
2022-09-18,26,30.5,22.6,2,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2022-09-17,25.4,30.9,21.7,0.7,27100 ,38361,0 ,1418 ,19797 ,11997,35884,24080,14816,16394
2022-09-16,24.4,28.9,20.9,1.1,26042 ,39685,0 ,1439 ,21637 ,18047,42965,25775,16001,13532
2022-09-15,23.8,28.1,20.1,0,24383 ,40466,0 ,1377 ,20360 ,24253,48014,23879,14616,19771
2022-09-14,23.5,27.6,20.4,0.2,26905 ,40544,0 ,1347 ,22897 ,26954,46320,34780,12972,30075
2022-09-13,23.3,27.1,20.3,0.5,27438 ,43267,0 ,1231 ,21171 ,25226,48785,49526,11264,42022
2022-09-12,22.1,25.7,19.3,0.5,0 ,0,0 ,0 ,0 ,0,0,0,0,0
