date,avg temp,max temp,min temp,rainFall,cabbage,potato,apple,onion,cucumber,pepper,paprika,spinach,tomato,lettuce
2025-01-20,1.9,8.4,-2.8,0,12695 ,59142,41274 ,1439 ,54570 ,28425,37798,18282,16933,10954
2025-01-19,1.5,9.4,-5.2,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2025-01-18,0.4,8.6,-6.1,0,13411 ,42922,42716 ,1388 ,51834 ,33812,36509,19010,18789,11528
2025-01-17,0,6.6,-5,0,13506 ,57968,52063 ,1406 ,53792 ,31398,35731,18558,17235,11058
2025-01-16,-0.5,4.4,-5.6,0,14751 ,64667,49266 ,1401 ,55669 ,29903,36931,19046,17534,10452
2025-01-15,-1.6,1.8,-4.7,0,14609 ,69472,48411 ,1424 ,60976 ,29336,33562,18630,15132,12042
2025-01-14,3.3,8.8,-1.7,0.3,14701 ,76749,48149 ,1486 ,57755 ,24000,34540,18955,14749,15341
2025-01-13,-0.5,5.2,-6.3,0.1,14402 ,58628,48417 ,1468 ,51256 ,19643,35407,16094,14174,14426
2025-01-12,-2.6,3.2,-7.9,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2025-01-11,-4.1,1.3,-9,0,14728 ,52490,63209 ,1466 ,46996 ,17518,35014,15745,13482,10824
2025-01-10,-7.1,-1.1,-13.2,0,14097 ,52082,63209 ,1459 ,45905 ,15343,32171,13881,13529,9569
2025-01-09,-7.5,-3.3,-11.3,0.5,14175 ,53089,65444 ,1449 ,48850 ,14132,35863,15581,15943,9318
2025-01-08,-1.4,3.2,-5.3,1,15849 ,51369,65444 ,1489 ,46004 ,14534,33535,17404,13800,10574
2025-01-07,-1.4,2.3,-4.9,0.7,15198 ,45898,65444 ,1525 ,44800 ,14899,34425,16554,12402,13228
2025-01-06,1.6,5.9,-1.9,1.5,15386 ,46769,0 ,1600 ,43695 ,16872,32406,16962,12442,17396
2025-01-05,0.9,4.5,-4,1.9,0,0,0,0,0,0,0,0,0,0
2025-01-04,-0.2,5.8,-5.1,0,15956 ,47635,0 ,1620 ,42340 ,18578,31627,18176,12182,21731
2025-01-03,-0.4,3.9,-4.5,0,17471 ,44694,0 ,1538 ,43353 ,24498,30764,17672,13786,21744
2025-01-02,1.1,8,-4,0,17295 ,41642,0 ,1419 ,40196 ,27051,31325,15351,13560,21348
2025-01-01,1.4,8.8,-4.8,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-12-31,2.3,6.7,-2.8,0,17295 ,41642,0 ,1419 ,40196 ,27051,31325,15351,13560,21348
2024-12-30,4.8,10,-0.6,0,12237 ,38487,0 ,1319 ,45441 ,22915,30699,12828,15120,23364
2024-12-29,1,6.6,-4,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-12-28,-1.5,1.7,-4.6,0.7,11376 ,41834,0 ,1297 ,43990 ,21797,32718,11642,14914,22295
2024-12-27,-0.7,3.1,-4.2,0.4,11163 ,41406,0 ,1306 ,41535 ,18142,34720,12141,15662,16276
2024-12-26,2.4,6.5,-2,0.1,11464 ,47254,0 ,1269 ,38517 ,16404,39037,12295,18875,15623
2024-12-25,1.8,7.1,-3.5,0.1,10511 ,46197,0 ,1241 ,38888 ,16071,39603,13319,16983,14736
2024-12-24,0.4,6.3,-4.3,0,11229 ,40140,0 ,1231 ,36914 ,17755,35347,13904,17194,14366
2024-12-23,-0.2,6.8,-6.4,0,11596 ,35529,0 ,1214 ,39930 ,17713,35819,13970,17749,14737
2024-12-22,-2.3,2.2,-6,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-12-21,1,4.2,-2.5,1.8,12148 ,44820,0 ,1186 ,36449 ,16459,40441,12857,17127,14750
2024-12-20,0.8,5.9,-3.9,0.2,11843 ,34941,0 ,1186 ,40552 ,17918,38458,12958,17353,13907
2024-12-19,-1.5,5.7,-7,0,9730 ,35260,0 ,1218 ,36721 ,18670,42088,13096,19834,15152
2024-12-18,-1.4,2.8,-5.1,0.1,12517 ,34169,0 ,1207 ,40111 ,19097,38435,12183,17207,16128
2024-12-17,1.4,6.5,-2.7,0,9363 ,34122,0 ,1166 ,40914 ,20931,40459,10912,18238,15651
2024-12-16,1.9,6.7,-2.9,0.2,11615 ,34325,0 ,1147 ,45787 ,18988,32377,11409,19514,13254
2024-12-15,2.2,6,-1.8,0.6,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-12-14,0.2,4.4,-3.8,0.3,9397 ,32845,0 ,1196 ,41225 ,18210,29635,10408,19930,11935
2024-12-13,1.4,6.3,-1.7,0.3,9397 ,31251,0 ,1163 ,35836 ,15455,27456,9325,20122,11642
2024-12-12,1.6,7.3,-3.2,0,9477 ,30257,0 ,1138 ,34731 ,14029,27994,9166,20454,12619
2024-12-11,2.8,9.1,-1,0.5,9656 ,31309,0 ,1158 ,35615 ,14000,27126,9859,20330,14196
2024-12-10,2.6,8.6,-2.2,0,8842 ,31123,0 ,1172 ,36219 ,13891,27520,10606,19098,13155
2024-12-09,1.3,7.4,-4.4,0,8834 ,31608,0 ,1198 ,36333 ,12999,27422,9571,19529,12244
2024-12-08,0.7,5.5,-3,0.1,0,0,0,0,0,0,0,0,0,0
2024-12-07,1.5,6.2,-2.4,0.3,9233 ,29578,0 ,1181 ,40263 ,12841,26002,9071,19008,10811
2024-12-06,4.2,8.3,0.4,0.1,9195 ,33906,0 ,1207 ,43940 ,13396,29196,10203,21729,8899
2024-12-05,4.8,9,0.1,0.5,10342 ,34372,0 ,1220 ,45383 ,15129,26010,11295,23901,9161
2024-12-04,3.1,8.3,-1.4,0,9416 ,33721,0 ,1214 ,46758 ,16661,26470,12415,23378,8201
2024-12-03,3.5,8.2,-0.3,0,8498 ,34274,0 ,1224 ,48423 ,15874,28443,12015,25412,8376
2024-12-02,8.6,15.9,2.9,0.1,7313 ,35885,0 ,1222 ,47073 ,14383,29864,12016,21967,8924
2024-12-01,6.8,12.6,1.5,0.2,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-11-30,4.9,10,0.2,0.1,8435 ,29952,0 ,1195 ,46864 ,13601,28137,10094,20132,9374
2024-11-29,2.9,6.1,-0.6,1.5,9361 ,30418,0 ,1201 ,43517 ,15746,20067,8292,21072,10642
2024-11-28,3.6,7.1,0.5,3.3,13956 ,31614,0 ,1207 ,43051 ,16796,23412,8702,22944,11152
2024-11-27,2.7,5.6,0.7,5.7,10067 ,33274,0 ,1211 ,40393 ,19853,26001,9460,22420,12938
2024-11-26,8.3,12.8,4.5,21.1,9920 ,35125,0 ,1229 ,43743 ,21920,24835,10785,23553,12202
2024-11-25,9.4,15.8,2,0.9,9170 ,36537,0 ,1223 ,37851 ,21239,19530,13403,24244,11404
2024-11-24,6.5,13.9,1.1,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-11-23,5.3,12.2,-0.2,0.3,8031 ,33526,0 ,1200 ,36514 ,18584,20248,13703,23763,8098
2024-11-22,7.3,12.6,2.3,0,9430 ,31764,0 ,1210 ,36430 ,20535,20499,12450,28881,8092
2024-11-21,9,14.7,3.7,0,8656 ,31845,0 ,1211 ,37297 ,20000,24911,13448,31900,8662
2024-11-20,7.1,12.8,1.8,0.1,7489 ,34705,0 ,1184 ,36355 ,22203,21190,13031,31429,8610
2024-11-19,5.4,12.1,-1.2,0,7130 ,33608,0 ,1196 ,41501 ,25736,19566,13575,32890,11304
2024-11-18,3.8,9,-0.5,0,6806 ,35984,0 ,1185 ,43944 ,23600,21042,14584,30694,8709
2024-11-17,10.7,16.5,5,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-11-16,16.5,22.5,11.8,0.8,8143 ,34363,0 ,1175 ,42106 ,26864,20270,14520,31545,8575
2024-11-15,14.8,19.6,11.8,1.5,8842 ,33274,0 ,1183 ,41857 ,26588,24330,14236,38821,9944
2024-11-14,13.5,18.7,8.8,0.1,8426 ,33617,0 ,1192 ,41917 ,25139,25397,13534,45995,14556
2024-11-13,12.5,20.1,6.3,0,7597 ,32029,0 ,1201 ,37924 ,25239,28027,14367,37300,15610
2024-11-12,13.2,20.1,8.3,0,6972 ,32138,0 ,1198 ,39999 ,25791,26358,15379,34442,16885
2024-11-11,12.8,20.6,7.3,0,8270 ,31195,0 ,1218 ,29219 ,20498,28827,15769,30242,22469
2024-11-10,12.7,18.9,8.8,0,0,0,0,0,0,0,0,0,0,0
2024-11-09,12,19.3,6.6,0,7627 ,29084,0 ,1214 ,30015 ,18092,25919,17377,27632,22996
2024-11-08,10.5,18.1,4.1,0,8562 ,28883,0 ,1209 ,33136 ,16909,23283,16863,28539,24421
2024-11-07,8,16.7,1,0,8515 ,28837,0 ,1251 ,32900 ,16716,26462,16935,27827,26025
2024-11-06,7.7,14.1,2.6,0,8533 ,29847,0 ,1290 ,37936 ,14306,26688,17417,25720,27056
2024-11-05,10.8,16.2,6.7,0.6,8499 ,27854,0 ,1236 ,44696 ,14890,29912,18729,25728,27941
2024-11-04,14.5,20.7,9.3,0.3,8709 ,30227,0 ,1231 ,43477 ,16443,36384,21134,24453,30692
2024-11-03,15,21.7,10,0.1,0,0,0,0,0,0,0,0,0,0
2024-11-02,16.4,22,12.3,7,9241 ,28265,0 ,1218 ,49381 ,19693,35026,22938,24257,36491
2024-11-01,13.6,16,11.2,16.3,9045 ,29064,0 ,1223 ,52928 ,24717,33961,25041,27281,37977
2024-10-31,14.4,21.8,9,0,8692 ,30122,0 ,1252 ,50573 ,26838,31257,23526,24839,42848
2024-10-30,14.3,21.6,9.4,0,8753 ,31657,0 ,1227 ,48757 ,20962,33101,18699,21829,38654
2024-10-29,14.7,19.9,10.8,0,11021 ,32241,0 ,1224 ,49825 ,19421,29102,19058,20790,47725
2024-10-28,14.8,18.4,11.4,1.3,9706 ,31428,0 ,1206 ,46286 ,21381,28131,21415,23939,52632
2024-10-27,14.9,18.5,11.7,1.3,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-10-26,16.1,23,10.7,0,10784 ,30452,0 ,1237 ,46458 ,22428,27686,29050,20720,54146
2024-10-25,14.1,21.1,7.5,0,10665 ,30378,0 ,1219 ,35154 ,27015,26837,20367,24870,48596
2024-10-24,12.1,19.6,6.7,0,12599 ,28023,0 ,1174 ,33982 ,25814,27177,17021,23106,34827
2024-10-23,14.4,18.3,9.6,0.8,15589 ,28957,0 ,1180 ,30184 ,23156,28191,18284,25652,30341
2024-10-22,17,18.9,15.1,38.3,15928 ,29733,0 ,1149 ,35183 ,28254,29119,18151,26415,29378
2024-10-21,14.9,19.4,10,3.5,16681 ,28337,0 ,1167 ,30047 ,31717,32305,17067,31524,29203
2024-10-20,13.3,16.6,10.3,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-10-19,17.3,22.2,13,9.2,12803 ,28057,0 ,1177 ,27564 ,31701,27585,20109,31776,36322
2024-10-18,19.3,22.2,15.8,30.2,18809 ,28626,0 ,1185 ,27615 ,35945,39557,19768,38000,27885
2024-10-17,18.1,23.9,14.2,0,20866 ,30019,0 ,1152 ,31151 ,30508,46508,21826,38284,32444
2024-10-16,18.5,24.1,14.9,0.1,24031 ,28850,0 ,1085 ,36367 ,31901,42143,24059,39270,36482
2024-10-15,19,21.9,16.7,6.3,23515 ,28003,0 ,1105 ,46478 ,37843,50877,25958,42461,37633
2024-10-14,18.1,21.1,15.8,11.9,26759 ,29479,0 ,1118 ,39383 ,30548,46948,26388,57413,43470
2024-10-13,17.2,23.4,10.7,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-10-12,16.6,24.3,11.4,0,23196 ,29867,0 ,1105 ,40023 ,31946,41569,24631,62537,64424
2024-10-11,16.8,23.9,12,0,21761 ,29624,0 ,1120 ,60452 ,31163,43222,29198,57123,60639
2024-10-10,16.8,23.2,12.4,0.9,20129 ,32130,0 ,1100 ,41949 ,26548,34455,29320,59550,53468
2024-10-09,17.1,23,12.3,0.3,23251 ,34106,0 ,1123 ,33833 ,28114,35918,31655,53700,56565
2024-10-08,16.8,22.6,12.7,2,23978 ,33052,0 ,1140 ,30774 ,28663,29121,34594,55855,77074
2024-10-07,16.4,19.9,13.8,2.1,23270 ,32209,0 ,1172 ,34400 ,30444,32730,39846,58509,100209
2024-10-06,16.1,19.8,12.6,1.6,0,0,0,0,0,0,0,0,0,0
2024-10-05,16.4,23.7,10.6,0,27657 ,30146,0 ,1209 ,36691 ,31321,29910,39921,60248,112879
2024-10-04,15.8,23,10.6,0,25797 ,30001,0 ,1185 ,40749 ,25003,30143,42410,59119,96556
2024-10-03,14.5,19,10.5,4.7,27600 ,30823,0 ,1155 ,39845 ,22337,35251,39048,55664,102098
2024-10-02,15.1,20.5,10.9,0,27088 ,29972,0 ,1118 ,40742 ,17548,30016,42981,40424,102388
2024-10-01,18.8,24.2,14.4,1.1,25313 ,29137,0 ,1149 ,55580 ,20021,41533,41502,29594,108746
2024-09-30,20.4,27.4,14.8,0,23019 ,30049,0 ,1190 ,72027 ,22778,35457,53971,24942,109723
2024-09-29,21.5,27,17.1,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-09-28,22.2,27.1,18.2,1,19198 ,32272,0 ,1210 ,76247 ,29568,24982,54659,23501,107460
2024-09-27,22.4,27.9,18.8,1.2,21139 ,33704,0 ,1240 ,64170 ,26135,23617,61303,22101,112110
2024-09-26,22.8,28.3,18.8,0.6,19921 ,34978,0 ,1297 ,57638 ,18020,26489,62907,23617,101756
2024-09-25,21.8,27.7,16.8,0,24551 ,34152,0 ,1350 ,62415 ,19938,36103,65577,19494,117756
2024-09-24,19.7,26.1,14.2,0,25141 ,32612,0 ,1352 ,64095 ,17064,36354,62605,16855,88750
2024-09-23,19.8,24.7,15.6,0.1,35686 ,32018,0 ,1350 ,56419 ,19462,45359,45328,19804,65572
2024-09-22,20.8,24.3,18.2,3.5,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-09-21,21.4,24.3,19.3,117.7,28933 ,32747,0 ,1290 ,35523 ,25333,38088,32971,15758,89925
2024-09-20,25.3,28,22,53,26568 ,34304,0 ,1330 ,21890 ,28954,39108,44175,13408,57138
2024-09-19,27.6,32.8,23.8,1.3,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-09-18,27.6,33.2,24.4,10.6,0,0,0,0,0,0,0,0,0,0
2024-09-17,28.1,33.8,24.4,1.4,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-09-16,26.4,29.8,23.6,1.4,29964 ,33900,0 ,1318 ,20142 ,38673,43430,66414,23103,73032
2024-09-15,27,31.4,23.5,2.3,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-09-14,27.2,32.3,23.8,2.5,41483 ,33900,0 ,1318 ,61228 ,51415,82874,74374,37536,74837
2024-09-13,27,31.7,23.8,2.9,26069 ,32508,0 ,1270 ,34813 ,39066,107509,87889,44285,58267
2024-09-12,26,29.4,24.1,15.9,24291 ,31302,0 ,1223 ,28638 ,36066,60954,93561,42786,64279
2024-09-11,26.9,32.2,23.8,15.1,23295 ,28482,0 ,1169 ,29002 ,35246,44066,84016,40958,53437
2024-09-10,27.8,33.9,22.8,0.2,21359 ,29268,0 ,1154 ,31695 ,38575,38575,74919,37508,47437
2024-09-09,27.1,32.4,23,0,20724 ,27782,0 ,1155 ,31836 ,37795,42663,80395,37731,48136
2024-09-08,26.1,31.6,22.2,0.2,0,0,0,0,0,0,0,0,0,0
2024-09-07,25.1,29.7,22.2,1.5,20785 ,27271,0 ,1149 ,31588 ,34248,34954,93604,33978,44462
2024-09-06,24.8,28,22.8,6,22691 ,27550,0 ,1158 ,39107 ,26095,33019,131796,32510,51064
2024-09-05,26.1,31.7,20.5,0.9,25733 ,28466,0 ,1124 ,39803 ,22221,51725,122221,35929,61267
2024-09-04,24.9,31.2,19.5,0,25007 ,28995,0 ,1076 ,31297 ,21864,35466,103829,30518,70454
2024-09-03,25.1,29.7,21.2,0.3,20771 ,29270,0 ,1078 ,30919 ,21080,27781,156079,27481,62396
2024-09-02,24.8,29,21,1.6,20901 ,29192,0 ,1108 ,38740 ,20106,26711,213129,25855,65101
2024-09-01,25.9,31.6,21.4,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-08-31,25.9,31.7,21.1,0,21388 ,29195,0 ,1088 ,46350 ,21921,25917,107528,25472,61416
2024-08-30,27.2,32.8,22.6,0.3,20115 ,26429,0 ,1144 ,54766 ,20297,30566,147665,23760,52904
2024-08-29,27,31.8,22.9,3.5,18212 ,28118,0 ,1158 ,59426 ,20203,44866,94062,17202,43797
2024-08-28,26.3,31,21.9,0.3,19714 ,28812,0 ,1195 ,51619 ,17531,38272,88050,13746,46453
2024-08-27,25.8,29.6,23.1,4.6,15783 ,28033,0 ,1171 ,44541 ,19226,42974,127288,11809,38180
2024-08-26,27.2,31.8,24,3.9,17616 ,29220,0 ,1188 ,41540 ,20947,41565,126129,14036,33030
2024-08-25,27.5,32.8,23.8,1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-08-24,27.7,32.9,23.7,0.3,19505 ,28973,0 ,1151 ,34169 ,30505,55036,79138,15084,31939
2024-08-23,27.8,32.5,24.1,0.5,18371 ,29441,0 ,1134 ,31157 ,44929,70304,164401,19056,40015
2024-08-22,28.1,32,25.3,4.6,17161 ,28755,0 ,1153 ,31678 ,33332,71962,209396,20270,44739
2024-08-21,27.9,30.9,25.8,21.5,16156 ,28361,0 ,1169 ,29406 ,26306,49373,146658,19655,42698
2024-08-20,28.6,33.2,25.3,11.5,15875 ,29296,0 ,1156 ,30228 ,27637,41379,103833,21818,37955
2024-08-19,28.6,33.8,24,0.1,15890 ,27995,0 ,1199 ,34099 ,36992,45267,109433,24672,55112
2024-08-18,27.8,33.3,23.9,1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-08-17,27.8,33.5,23.9,2.6,18176 ,26935,0 ,1175 ,30749 ,57329,36613,77862,28187,69078
2024-08-16,27.7,33.1,23.6,2.7,18359 ,30025,0 ,1141 ,29247 ,30802,34354,131365,26211,55041
2024-08-15,27.9,33.5,23.9,2.4,17259 ,27241,0 ,1123 ,29537 ,20263,34238,76526,18593,52510
2024-08-14,28.3,33.8,23.6,0.7,19262 ,26423,0 ,1193 ,28195 ,21999,31195,78256,16073,36260
2024-08-13,28.3,33.9,24.1,1.1,16265 ,27392,0 ,1179 ,28971 ,26900,28782,75906,12128,39345
2024-08-12,28.4,34,24.1,0.4,16866 ,28515,0 ,1210 ,28055 ,26596,33260,67176,11177,55780
2024-08-11,28.4,33.4,24.2,0.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-08-10,28.1,33.4,23.9,0.5,17825 ,28417,0 ,1225 ,27355 ,23976,39322,58173,11161,62991
2024-08-09,28,33.5,23.7,0.1,17708 ,28538,0 ,1221 ,33243 ,15286,33992,53459,14614,55910
2024-08-08,27.5,32.1,24.4,3.6,17435 ,26663,0 ,1221 ,32328 ,12546,26469,53235,16149,33905
2024-08-07,28.5,33.8,24.5,1.2,16855 ,26630,0 ,1211 ,29679 ,14149,25411,51472,13906,36051
2024-08-06,27.7,33.1,23.9,3.6,12430 ,28323,0 ,1201 ,26302 ,15452,25947,46707,11723,46573
2024-08-05,28,33.7,24.4,14.1,12988 ,30733,0 ,1208 ,27902 ,22945,28317,51135,10365,56097
2024-08-04,29.2,34.5,25.3,0.9,0,0,0,0,0,0,0,0,0,0
2024-08-03,29.8,34.8,26.2,0.1,0,0,0,0,0,0,0,0,0,0
2024-08-02,29.5,34,26.2,0.4,14172 ,32269,0 ,1256 ,56043 ,24662,21808,46935,11256,65741
2024-08-01,29.2,33.4,25.6,0,12791 ,28481,0 ,1232 ,40016 ,16465,22802,39491,12051,63142
2024-07-31,28.8,33.6,24.9,0,11547 ,27771,0 ,1148 ,33641 ,18374,20838,38312,11494,57481
2024-07-30,28.3,32.4,25.2,0.1,10864 ,27044,0 ,1121 ,32927 ,22965,21592,41782,11180,51429
2024-07-29,28.4,31.8,25.4,0.1,11911 ,26163,0 ,1121 ,38872 ,28066,15319,42608,12087,44663
2024-07-28,29,33.1,25.7,0,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-07-27,28.1,32,25.6,8,13421 ,25626,0 ,1085 ,37531 ,22689,12138,31874,11846,78327
2024-07-26,27.9,32.2,24.8,7,10032 ,23338,0 ,1106 ,44164 ,22776,12820,26060,11834,65344
2024-07-25,28.3,33.1,24.8,4.9,9658 ,25357,0 ,1144 ,40513 ,20085,12458,25550,11108,48627
2024-07-24,27.4,31.7,24.4,12.7,12700 ,24587,0 ,1167 ,28870 ,20200,11876,26901,10697,43010
2024-07-23,27.5,30.1,25.3,7.3,11757 ,25043,0 ,1193 ,22994 ,14008,9555,32019,10770,63173
2024-07-22,28.2,31.3,25.2,6.6,11984 ,25868,0 ,1193 ,19451 ,14986,7851,37506,10091,54852
2024-07-21,27.5,31.5,24.1,7.3,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-07-20,26.3,30.4,22.7,11.3,12380 ,26896,0 ,1128 ,18726 ,22533,9968,30829,9395,62387
2024-07-19,25.6,29.5,23.2,7.9,13641 ,25417,0 ,1104 ,25966 ,19928,12538,32445,9802,59466
2024-07-18,25.7,27.9,23.8,38.8,10717 ,26610,0 ,1170 ,32856 ,15258,12281,37819,10548,84525
2024-07-17,25.9,29.5,22.9,17.7,11181 ,27002,0 ,1195 ,36710 ,16584,10616,41510,10523,90280
2024-07-16,24.5,27.8,22.4,33.1,8330 ,27406,0 ,1219 ,41060 ,14942,11532,36070,11115,75133
2024-07-15,25,28.7,22.3,1.6,9394 ,29912,0 ,1218 ,36143 ,17473,11504,35157,11057,47901
2024-07-14,24.4,27.4,22.1,16.5,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-07-13,25,29.7,21.2,0.6,9751 ,25092,0 ,1198 ,37082 ,33987,11005,30522,10589,62200
2024-07-12,24.8,30,21.3,1.6,10642 ,26007,0 ,1067 ,36456 ,25213,14073,27676,11392,97112
2024-07-11,24.1,27.9,21.3,3.5,12150 ,24244,0 ,1003 ,32674 ,19004,13204,30849,10807,41918
2024-07-10,24.2,28,21.5,46.4,8578 ,24875,0 ,963 ,26051 ,16813,11380,35276,11563,25852
2024-07-09,24,26.3,22.5,33.1,10221 ,26568,0 ,984 ,26375 ,15122,8701,32890,12637,20602
2024-07-08,24.8,26.5,23.5,38.3,8557 ,25504,0 ,984 ,21878 ,16175,7733,29055,14395,24138
2024-07-07,25.7,28.5,23.5,15.9,0,0,0,0,0,0,0,0,0,0
2024-07-06,26.5,30.4,22.5,2.4,8669 ,25273,0 ,1031 ,19744 ,14002,7122,23431,17163,25902
2024-07-05,25.8,29.6,22.8,3.8,7492 ,26574,0 ,1013 ,16639 ,14609,8280,24551,12999,25460
2024-07-04,26.7,31.5,22.1,1.1,9949 ,25556,0 ,1046 ,16799 ,18116,8198,20694,10901,25002
2024-07-03,25.6,29.3,22.7,9.8,8037 ,27899,0 ,1098 ,20071 ,19927,9971,25972,10116,27064
2024-07-02,23.8,26.2,21.7,40.3,9470 ,24588,0 ,1073 ,22764 ,22111,10002,29538,9168,19567
2024-07-01,25.3,30.3,21.5,1.4,10058 ,25334,0 ,1063 ,30736 ,20927,10585,30751,7945,23107
2024-06-30,24.1,26.7,22.2,31.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-06-29,24,28.6,19.9,40.1,9344 ,26614,0 ,1018 ,27015 ,24708,12071,23429,7061,29156
2024-06-28,23.9,30.6,17.2,0,8633 ,26927,0 ,943 ,21224 ,19961,13331,21631,6578,23102
2024-06-27,21.8,26.5,17.3,0.9,6915 ,28343,0 ,919 ,17199 ,16643,13365,23291,7111,18375
2024-06-26,22.8,29.1,16.8,0,6614 ,27580,0 ,976 ,14849 ,14464,13429,22681,7839,16006
2024-06-25,22.4,27.4,18,0,7253 ,28847,0 ,961 ,12395 ,16203,18480,24145,8474,16764
2024-06-24,24.1,28.9,20.3,1.2,6982 ,27735,0 ,970 ,11890 ,18259,17481,24736,8687,17971
2024-06-23,23.8,27.8,21.5,4.6,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-06-22,22.8,24.4,21.5,32.8,7328 ,25544,0 ,980 ,11306 ,25667,15464,21836,8002,18056
2024-06-21,24.7,30.7,18.7,0,6947 ,24282,0 ,944 ,11961 ,20584,16003,19959,8626,16299
2024-06-20,24,29.1,19,0.4,5631 ,23557,0 ,953 ,13721 ,18000,16581,20744,7623,18414
2024-06-19,25.9,34.3,18.4,0,6137 ,21681,0 ,981 ,12878 ,18569,16583,18529,9287,17949
2024-06-18,24.6,32.5,16.5,0,5936 ,20822,0 ,987 ,11853 ,17518,18001,18484,9420,19419
2024-06-17,22.6,28.4,16.7,0,7108 ,21426,0 ,979 ,10792 ,15668,17387,16541,10142,17200
2024-06-16,23.7,29.3,18.8,0.1,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-06-15,23.9,29.3,20.1,4.1,5617 ,22011,0 ,955 ,11435 ,14302,14999,11947,10835,15931
2024-06-14,24.9,31.6,18.1,0,8020 ,22609,0 ,882 ,11069 ,12867,16902,12904,10638,15282
2024-06-13,24.8,32.3,17.8,0,7553 ,22374,0 ,936 ,10694 ,12889,17921,15248,10431,12799
2024-06-12,24.3,31.7,17.8,0.2,7031 ,21554,0 ,967 ,10793 ,12976,16697,13288,11228,11909
2024-06-11,24.3,30.8,18.6,0,5794 ,24375,0 ,1024 ,10635 ,14074,18843,13366,11430,13392
2024-06-10,23.6,30.2,17.1,0,7159 ,28062,0 ,1097 ,10634 ,14996,15946,15349,11949,13188
2024-06-09,22,27.7,17.6,0.4,0,0,0,0,0,0,0,0,0,0
2024-06-08,19.6,22.5,17.7,13.5,6936 ,28674,0 ,1130 ,11399 ,15346,16957,14545,11563,17018
2024-06-07,21.3,27.4,14.7,0.1,7270 ,29433,0 ,1160 ,12580 ,14452,16395,13140,11105,12082
2024-06-06,20.6,26.8,15.7,0.2,6663 ,27741,0 ,1168 ,13253 ,13342,16739,12841,10631,12330
2024-06-05,20.4,27.3,13.6,0,6056 ,26641,0 ,1174 ,14727 ,14702,17845,14753,9486,10369
2024-06-04,19.5,26.1,13.2,0,6028 ,26105,0 ,1079 ,15407 ,15718,20489,14897,8360,13141
2024-06-03,19,25.4,12.9,0.4,6656 ,27619,0 ,1079 ,14364 ,14369,20895,13553,8291,13082
2024-06-02,18.7,24.8,13,0.2,0,0,0,0,0,0,0,0,0,0
2024-06-01,19.4,24.6,15.4,0.2,6168 ,31781,0 ,1150 ,15682 ,15028,21013,12401,6586,14828
2024-05-31,20.5,26.2,15.7,0.3,6435 ,32282,0 ,1186 ,14761 ,13516,21499,11719,7665,9477
2024-05-30,19.6,25.3,14.7,0.2,7510 ,34263,0 ,1219 ,16036 ,14702,21494,11584,8598,9351
2024-05-29,19.4,27,11.3,0,7732 ,39919,0 ,1255 ,17247 ,16537,22904,11990,9508,9829
2024-05-28,18,24.1,12.2,0,6730 ,42063,0 ,1166 ,15376 ,17805,32078,13185,11440,11132
2024-05-27,19,23.4,15.2,0.2,6312 ,39988,0 ,1097 ,11347 ,18856,33631,13610,14000,10612
2024-05-26,19.5,24.9,13.9,12.8,0 ,0,0 ,0 ,0 ,0,0,0,0,0
2024-05-25,19,23.3,15.3,0,6153 ,41908,0 ,1138 ,10866 ,27789,28098,13903,14967,8682
2024-05-24,19.6,25.9,14.3,0,6905 ,44325,0 ,1119 ,14098 ,20753,26984,12548,17171,8719
2024-05-23,21.5,28.7,15.2,0,5953 ,37114,0 ,1085 ,14204 ,15857,26065,14042,18087,9617
2024-05-22,19.7,26.8,13.2,0,5981 ,39672,0 ,1082 ,13955 ,14366,24294,14536,17288,10322
