date,avg temp,max temp,min temp,rainFall,cabbage,potato,strawberry,onion,spinach,cucumber,tomato,apple,carrot,broccoli,month,day,dayofweek,season,price_ma3,price_ma7,price_ma30,price_std7,price_change,price_change_ma7
2025-02-11,6.7,2.3,-4.2,1.0,"17,185","75,595",53269.0,25203,"20,603",0,"42,442","140,445","74,784","33,521",2,11,1,4,51974.0,48318.142857142855,42811.666666666664,6433.014260530628,0.18991667969709836,0.09067009447478558
2025-02-10,2.5,-2.0,-5.6,0.0,"16,971","73,889",49858.0,24455,"20,295",0,"42,442","140,250","75,339","33,666",2,10,0,4,49298.0,48939.71428571428,43252.0625,6325.4276986958375,-0.06403349039779238,0.030377805336234083
2025-02-08,-3.7,-7.2,-10.6,0.0,"16,839","71,375",44885.0,23073,"20,576",0,"43,526","145,595","72,000","33,748",2,8,5,4,49337.333333333336,49938.42857142857,43348.117647058825,4610.081447478006,-0.09974327088932566,0.040027758629571863
2025-02-07,-6.4,-9.4,-11.4,0.1,"17,282","73,953",50850.0,23001,"18,541",0,"43,526","107,134","72,000","30,212",2,7,4,4,48531.0,50066.71428571428,43764.88888888889,4622.998367376076,0.13289517656232586,0.013555153922655494
2025-02-06,-0.4,-4.1,-10.3,2.6,"16,639","68,473",40320.0,23222,"18,448",0,"22,000","141,488","66,500","27,114",2,6,3,4,45351.666666666664,48833.57142857143,43583.57894736842,5934.981686496395,-0.20707964601769913,-0.0131677643013427
2025-02-05,-4.0,-8.5,-11.3,0.0,"15,216","66,406",57327.0,24221,"19,668",0,"41,136","124,174","68,863","23,087",2,5,2,4,49499.0,48753.71428571428,44270.75,5794.987365942098,0.4218005952380952,0.021017276257616607
2025-02-04,-5.5,-9.2,-11.7,0.0,"17,050","63,255",42054.0,23183,"22,186",0,"29,571","53,000","67,562","27,332",2,4,1,4,46567.0,48366.142857142855,44165.19047619047,6183.743079736613,-0.266418964885656,0.015333868472435183
2025-02-03,-1.8,-6.3,-11.3,0.0,"17,432","67,235",47657.0,23468,"23,452",0,"29,571","53,000","70,040","28,264",2,3,0,4,49012.666666666664,47564.42857142857,44323.90909090909,5793.641999558448,0.133233461739668,0.007236265907087988
2025-02-01,7.6,1.7,-2.2,0.0,"16,800","69,625",44859.0,22850,"21,539",0,"31,935","141,366","63,000","35,234",2,1,5,4,44856.666666666664,46850.28571428572,44347.17391304348,5771.865663552407,-0.05871120716788725,0.00799659208278872
2025-01-28,-2.6,-4.4,-6.3,0.2,"15,522","68,000",45232.0,"23,172","19,668",0,"20,182","141,366","72,309","25,631",1,28,1,4,45916.0,46899.857142857145,44384.041666666664,5753.635066302911,0.008314942374997303,0.023433479691977715
2025-01-27,1.1,-1.8,-4.2,1.5,"16,441","68,000",62237.0,"23,172","22,186",0,"33,532","141,366","72,309","30,094",1,27,0,4,50776.0,48526.57142857143,45098.16,8162.177259717381,0.3759506544039617,0.058155690812211405
2025-01-25,10.3,5.5,1.8,0.0,"15,881","73,181",59505.0,"22,262","23,452",0,"21,750","141,366","70,287","29,734",1,25,5,4,55658.0,51267.28571428572,45652.269230769234,8168.2750262685,-0.043896717386763484,0.08146753775948792
2025-01-24,10.3,4.4,0.9,0.0,"15,867","72,058",61572.0,"21,930","22,888",0,"32,233","110,625","72,400","29,702",1,24,4,4,61104.666666666664,51873.71428571428,46241.88888888889,8824.369773800372,0.0347365767582557,0.02617267797665371
2025-01-23,7.6,1.8,-2.5,0.0,"15,486","68,076",50587.0,"22,356","21,539",0,"34,286","79,937","69,703","32,567",1,23,3,4,57221.333333333336,53092.71428571428,46397.07142857143,7767.926894487028,-0.17840901708568835,0.038745527662363374
2025-01-22,7.6,2.2,-2.1,0.0,"14,932","72,489",50015.0,"22,142","21,214",0,"34,286","104,359","69,138","32,261",1,22,2,4,54058.0,53429.57142857143,46521.8275862069,7540.72449784373,-0.01130725285152312,0.01809685414933607
2025-01-21,6.1,3.4,0.8,0.0,"14,713","77,199",44528.0,"21,970","20,746",0,"39,569","68,450","68,589","35,450",1,21,1,4,48376.666666666664,53382.28571428572,46455.36666666667,7604.1960283842545,-0.10970708787363792,0.010811728334228832
